"skel.num","Branches","Junctions","End.point.voxels","Junction.voxels","Slab.voxels","Average.Branch.Length","Triple.points","Quadruple.points","Maximum.Branch.Length","Labelfine"
3,5,2,4,6,58,0.434,2,0,0.76,"900-5-20A0008.tiff"
4,19,9,11,31,258,0.471,9,0,0.819,"900-5-20A0008.tiff"
5,3,1,3,1,53,0.587,1,0,1.138,"900-5-20A0008.tiff"
6,7,3,5,8,69,0.353,3,0,0.686,"900-5-20A0008.tiff"
7,6,2,5,10,132,0.757,1,1,1.184,"900-5-20A0008.tiff"
8,9,4,6,13,147,0.58,4,0,1.16,"900-5-20A0008.tiff"
9,9,4,6,14,159,0.626,4,0,1.41,"900-5-20A0008.tiff"
10,9,4,6,14,93,0.397,4,0,1.203,"900-5-20A0008.tiff"
11,16,7,10,27,235,0.508,6,1,1.663,"900-5-20A0008.tiff"
12,5,2,4,7,88,0.592,2,0,0.917,"900-5-20A0008.tiff"
13,9,4,6,15,125,0.484,4,0,1.092,"900-5-20A0008.tiff"
14,35,16,20,55,626,0.609,15,0,2.223,"900-5-20A0008.tiff"
15,12,5,8,20,211,0.611,4,1,1.723,"900-5-20A0008.tiff"
16,14,6,9,21,196,0.501,5,1,1.793,"900-5-20A0008.tiff"
17,1,0,2,0,45,1.478,0,0,1.478,"900-5-20A0008.tiff"
18,11,5,7,10,182,0.588,5,0,1.314,"900-5-20A0008.tiff"
19,27,13,15,33,368,0.468,13,0,0.99,"900-5-20A0008.tiff"
20,23,11,13,27,385,0.576,11,0,1.308,"900-5-20A0008.tiff"
21,10,4,7,16,113,0.415,3,1,1.158,"900-5-20A0008.tiff"
22,3,1,3,1,68,0.751,1,0,1.703,"900-5-20A0008.tiff"
23,9,4,6,15,137,0.535,4,0,1.156,"900-5-20A0008.tiff"
24,9,4,6,14,113,0.445,4,0,0.943,"900-5-20A0008.tiff"
25,9,4,6,14,81,0.34,4,0,0.734,"900-5-20A0008.tiff"
26,1,0,2,0,55,1.762,0,0,1.762,"900-5-20A0008.tiff"
27,7,3,5,6,96,0.475,3,0,0.828,"900-5-20A0008.tiff"
28,9,3,7,16,142,0.562,1,2,1.189,"900-5-20A0008.tiff"
29,5,2,4,7,101,0.656,2,0,1.035,"900-5-20A0008.tiff"
30,9,4,6,12,119,0.493,4,0,1.094,"900-5-20A0008.tiff"
31,15,7,9,21,177,0.428,7,0,0.874,"900-5-20A0008.tiff"
32,13,6,8,16,221,0.566,6,0,1.16,"900-5-20A0008.tiff"
33,15,7,9,23,286,0.648,7,0,1.723,"900-5-20A0008.tiff"
34,10,4,7,16,149,0.539,3,1,0.811,"900-5-20A0008.tiff"
35,3,1,3,4,82,0.932,1,0,1.002,"900-5-20A0008.tiff"
36,7,3,5,12,91,0.458,3,0,0.996,"900-5-20A0008.tiff"
37,5,2,4,6,117,0.787,2,0,1.273,"900-5-20A0008.tiff"
38,5,2,4,8,73,0.493,2,0,0.994,"900-5-20A0008.tiff"
39,7,3,5,9,112,0.535,3,0,0.922,"900-5-20A0008.tiff"
40,22,10,13,30,292,0.466,9,1,1.28,"900-5-20A0008.tiff"
41,5,2,4,7,111,0.737,2,0,2.361,"900-5-20A0008.tiff"
42,5,2,4,4,72,0.493,2,0,0.856,"900-5-20A0008.tiff"
43,10,4,7,12,185,0.636,3,1,1.264,"900-5-20A0008.tiff"
44,18,8,11,31,284,0.564,7,1,1.642,"900-5-20A0008.tiff"
45,5,1,5,7,83,0.598,0,0,0.769,"900-5-20A0008.tiff"
46,44,21,24,66,631,0.504,20,1,1.547,"900-5-20A0008.tiff"
47,3,1,3,1,117,1.147,1,0,2.06,"900-5-20A0008.tiff"
48,9,4,6,11,90,0.363,4,0,0.668,"900-5-20A0008.tiff"
49,7,3,5,10,130,0.619,3,0,1.444,"900-5-20A0008.tiff"
50,7,3,5,9,98,0.494,3,0,0.791,"900-5-20A0008.tiff"
51,10,4,7,17,133,0.481,3,1,1.07,"900-5-20A0008.tiff"
1,24,11,14,35,275,0.408,10,1,0.922,"900-5-20B0002.tiff"
2,9,4,6,11,192,0.705,4,0,1.243,"900-5-20B0002.tiff"
3,13,6,8,17,93,0.284,6,0,0.546,"900-5-20B0002.tiff"
4,11,5,7,15,234,0.727,5,0,1.321,"900-5-20B0002.tiff"
5,7,3,5,8,127,0.598,3,0,1.169,"900-5-20B0002.tiff"
6,9,4,6,11,95,0.367,4,0,0.686,"900-5-20B0002.tiff"
7,9,4,5,11,99,0.389,3,1,0.754,"900-5-20B0002.tiff"
8,1,0,2,0,41,1.265,0,0,1.265,"900-5-20B0002.tiff"
9,18,8,11,24,177,0.371,7,1,0.686,"900-5-20B0002.tiff"
10,9,4,6,13,117,0.471,4,0,0.808,"900-5-20B0002.tiff"
11,12,5,8,17,214,0.618,4,1,1.214,"900-5-20B0002.tiff"
12,23,11,13,37,251,0.405,11,0,0.952,"900-5-20B0002.tiff"
13,9,4,6,13,200,0.725,4,0,2.001,"900-5-20B0002.tiff"
14,13,6,8,17,134,0.391,6,0,0.755,"900-5-20B0002.tiff"
15,10,4,7,14,140,0.495,3,1,0.863,"900-5-20B0002.tiff"
16,5,2,4,4,105,0.674,2,0,1.365,"900-5-20B0002.tiff"
17,40,19,22,55,713,0.614,18,1,1.679,"900-5-20B0002.tiff"
18,9,4,6,13,105,0.423,4,0,1.188,"900-5-20B0002.tiff"
19,19,9,11,22,263,0.478,9,0,1.634,"900-5-20B0002.tiff"
20,18,8,11,25,277,0.542,7,1,1.506,"900-5-20B0002.tiff"
21,11,5,7,14,88,0.301,5,0,0.498,"900-5-20B0002.tiff"
22,5,2,4,5,74,0.511,2,0,0.959,"900-5-20B0002.tiff"
23,1,0,2,0,54,1.616,0,0,1.616,"900-5-20B0002.tiff"
24,1,0,2,0,46,1.428,0,0,1.428,"900-5-20B0002.tiff"
25,5,2,4,4,116,0.741,2,0,1.876,"900-5-20B0002.tiff"
26,15,7,9,20,202,0.483,7,0,1.059,"900-5-20B0002.tiff"
27,7,3,5,7,115,0.59,3,0,0.904,"900-5-20B0002.tiff"
28,18,8,11,28,285,0.564,7,1,1.194,"900-5-20B0002.tiff"
29,9,4,6,14,131,0.538,4,0,0.867,"900-5-20B0002.tiff"
30,20,9,12,33,285,0.493,8,1,1.33,"900-5-20B0002.tiff"
31,9,4,6,12,149,0.565,4,0,1.336,"900-5-20B0002.tiff"
32,29,14,16,44,428,0.519,14,0,2.18,"900-5-20B0002.tiff"
33,1,0,2,0,35,1.14,0,0,1.14,"900-5-20B0002.tiff"
34,13,6,8,19,219,0.588,6,0,1.398,"900-5-20B0002.tiff"
35,51,25,27,63,855,0.572,25,0,1.782,"900-5-20B0002.tiff"
36,5,2,4,8,85,0.575,2,0,1.535,"900-5-20B0002.tiff"
37,21,9,13,28,262,0.445,7,2,1.094,"900-5-20B0002.tiff"
38,17,8,10,21,333,0.649,8,0,2.009,"900-5-20B0002.tiff"
39,15,7,9,21,193,0.456,7,0,1.584,"900-5-20B0002.tiff"
40,9,4,6,14,101,0.413,4,0,0.924,"900-5-20B0002.tiff"
41,7,3,5,9,94,0.468,3,0,1.238,"900-5-20B0002.tiff"
42,19,9,11,25,414,0.771,9,0,1.31,"900-5-20B0002.tiff"
43,15,6,10,21,225,0.514,4,2,1.37,"900-5-20B0002.tiff"
44,7,3,5,10,119,0.559,3,0,0.9,"900-5-20B0002.tiff"
45,11,5,7,15,105,0.352,5,0,0.815,"900-5-20B0002.tiff"
46,11,5,7,19,147,0.474,5,0,0.874,"900-5-20B0002.tiff"
47,3,1,3,3,64,0.741,1,0,0.954,"900-5-20B0002.tiff"
48,5,2,4,8,89,0.612,2,0,0.821,"900-5-20B0002.tiff"
1,3,1,3,4,55,0.62,1,0,0.716,"900-5-20B0004.tiff"
2,19,9,11,34,283,0.513,9,0,1.142,"900-5-20B0004.tiff"
3,27,13,15,44,547,0.683,13,0,2.401,"900-5-20B0004.tiff"
4,11,5,7,18,151,0.508,5,0,0.928,"900-5-20B0004.tiff"
5,12,5,8,21,152,0.46,4,1,0.911,"900-5-20B0004.tiff"
6,5,2,4,7,41,0.302,2,0,0.71,"900-5-20B0004.tiff"
7,19,9,11,25,242,0.448,9,0,0.871,"900-5-20B0004.tiff"
8,3,1,3,1,55,0.583,1,0,1.011,"900-5-20B0004.tiff"
9,15,7,9,21,169,0.422,7,0,1.142,"900-5-20B0004.tiff"
10,20,9,12,34,201,0.363,8,1,0.83,"900-5-20B0004.tiff"
11,13,6,8,20,120,0.351,6,0,1.124,"900-5-20B0004.tiff"
12,7,3,5,12,74,0.391,3,0,0.707,"900-5-20B0004.tiff"
13,9,4,6,12,136,0.535,4,0,1.441,"900-5-20B0004.tiff"
14,15,7,9,18,159,0.374,7,0,1.175,"900-5-20B0004.tiff"
15,5,2,4,6,111,0.732,2,0,1.079,"900-5-20B0004.tiff"
16,10,4,7,14,128,0.47,3,1,0.686,"900-5-20B0004.tiff"
17,9,4,6,9,99,0.381,4,0,0.603,"900-5-20B0004.tiff"
18,10,4,7,14,155,0.55,3,1,1.57,"900-5-20B0004.tiff"
19,12,5,8,21,182,0.515,4,1,1.28,"900-5-20B0004.tiff"
20,5,2,4,8,147,0.937,2,0,2.322,"900-5-20B0004.tiff"
21,4,1,4,6,93,0.748,0,1,1.144,"900-5-20B0004.tiff"
22,8,3,6,13,109,0.483,2,1,1.263,"900-5-20B0004.tiff"
23,9,4,6,13,137,0.547,4,0,1.172,"900-5-20B0004.tiff"
24,5,2,4,7,44,0.331,2,0,0.786,"900-5-20B0004.tiff"
25,5,2,4,6,79,0.512,2,0,1.601,"900-5-20B0004.tiff"
26,5,2,4,7,84,0.578,2,0,0.937,"900-5-20B0004.tiff"
27,13,6,8,19,199,0.565,6,0,1.293,"900-5-20B0004.tiff"
28,7,3,5,10,105,0.518,3,0,2.044,"900-5-20B0004.tiff"
29,7,3,5,8,86,0.422,3,0,1.173,"900-5-20B0004.tiff"
30,3,1,3,4,78,0.825,1,0,1.228,"900-5-20B0004.tiff"
31,9,4,6,14,119,0.467,4,0,1.009,"900-5-20B0004.tiff"
32,11,5,7,16,167,0.523,5,0,0.933,"900-5-20B0004.tiff"
33,13,6,8,19,118,0.344,6,0,1.098,"900-5-20B0004.tiff"
34,7,3,5,11,83,0.408,3,0,0.979,"900-5-20B0004.tiff"
35,15,7,9,19,249,0.57,7,0,1.149,"900-5-20B0004.tiff"
36,13,6,8,18,222,0.589,6,0,1.598,"900-5-20B0004.tiff"
37,5,2,4,8,60,0.439,2,0,0.664,"900-5-20B0004.tiff"
38,29,13,16,44,398,0.48,10,3,1.546,"900-5-20B0004.tiff"
39,17,7,11,27,248,0.504,6,0,1.246,"900-5-20B0004.tiff"
40,11,5,7,16,164,0.533,5,0,1.029,"900-5-20B0004.tiff"
41,13,6,8,23,178,0.479,6,0,0.911,"900-5-20B0004.tiff"
42,12,5,8,16,141,0.414,4,1,0.786,"900-5-20B0004.tiff"
43,7,3,5,6,111,0.543,3,0,0.917,"900-5-20B0004.tiff"
44,5,2,4,7,80,0.579,2,0,1.124,"900-5-20B0004.tiff"
45,13,6,8,18,197,0.533,6,0,0.792,"900-5-20B0004.tiff"
46,54,25,30,72,781,0.511,22,3,1.489,"900-5-20B0004.tiff"
47,23,11,13,30,244,0.374,11,0,1.123,"900-5-20B0004.tiff"
48,10,4,7,14,205,0.7,3,1,1.664,"900-5-20B0004.tiff"
49,16,7,10,22,179,0.407,6,1,1.328,"900-5-20B0004.tiff"
50,7,3,5,11,137,0.663,3,0,1.136,"900-5-20B0004.tiff"
51,6,2,5,8,89,0.527,1,1,0.801,"900-5-20B0004.tiff"
52,11,5,7,13,149,0.469,5,0,1.022,"900-5-20B0004.tiff"
53,13,6,8,22,168,0.46,6,0,1.254,"900-5-20B0004.tiff"
1,5,2,4,7,114,0.732,2,0,1.164,"900-5-20B0006.tiff"
2,9,4,6,14,167,0.615,4,0,1.144,"900-5-20B0006.tiff"
3,14,6,9,23,158,0.412,5,1,0.9,"900-5-20B0006.tiff"
4,5,2,4,6,71,0.507,2,0,1.378,"900-5-20B0006.tiff"
5,5,2,4,6,165,1.028,2,0,1.667,"900-5-20B0006.tiff"
6,18,8,11,29,172,0.341,7,1,0.996,"900-5-20B0006.tiff"
7,5,2,4,6,157,0.971,2,0,1.293,"900-5-20B0006.tiff"
8,3,1,3,3,69,0.756,1,0,1.038,"900-5-20B0006.tiff"
9,5,2,4,8,57,0.437,2,0,0.799,"900-5-20B0006.tiff"
10,9,4,6,10,117,0.456,4,0,1.033,"900-5-20B0006.tiff"
11,11,5,7,15,157,0.504,5,0,1.068,"900-5-20B0006.tiff"
12,9,4,6,11,127,0.472,4,0,1.247,"900-5-20B0006.tiff"
13,9,4,6,8,135,0.516,4,0,1.147,"900-5-20B0006.tiff"
14,27,13,15,38,422,0.552,13,0,1.457,"900-5-20B0006.tiff"
15,14,6,9,24,226,0.585,5,1,1.131,"900-5-20B0006.tiff"
16,5,2,4,7,89,0.592,2,0,1.042,"900-5-20B0006.tiff"
17,20,8,13,33,379,0.68,5,3,1.737,"900-5-20B0006.tiff"
18,7,3,5,11,112,0.54,3,0,1.282,"900-5-20B0006.tiff"
19,13,6,8,19,175,0.465,6,0,0.987,"900-5-20B0006.tiff"
20,3,1,3,3,77,0.793,1,0,1.016,"900-5-20B0006.tiff"
21,17,8,10,23,233,0.476,8,0,1.577,"900-5-20B0006.tiff"
22,11,5,7,14,142,0.458,5,0,1.009,"900-5-20B0006.tiff"
23,23,11,13,29,427,0.634,11,0,1.767,"900-5-20B0006.tiff"
24,11,5,7,15,109,0.37,5,0,0.839,"900-5-20B0006.tiff"
25,11,5,7,14,192,0.583,5,0,1.372,"900-5-20B0006.tiff"
26,3,1,3,4,48,0.563,1,0,0.832,"900-5-20B0006.tiff"
27,7,3,5,11,154,0.735,3,0,1.47,"900-5-20B0006.tiff"
28,11,5,7,13,174,0.527,5,0,1.376,"900-5-20B0006.tiff"
29,11,5,7,14,123,0.401,5,0,0.959,"900-5-20B0006.tiff"
30,14,6,9,18,271,0.652,5,1,1.778,"900-5-20B0006.tiff"
31,13,6,8,19,155,0.423,6,0,1.331,"900-5-20B0006.tiff"
32,7,3,5,11,136,0.659,3,0,1.175,"900-5-20B0006.tiff"
33,21,10,12,32,215,0.381,10,0,1.004,"900-5-20B0006.tiff"
34,7,3,5,12,153,0.731,3,0,1.455,"900-5-20B0006.tiff"
35,12,5,8,22,119,0.379,4,1,1.039,"900-5-20B0006.tiff"
36,17,8,10,31,348,0.708,8,0,1.391,"900-5-20B0006.tiff"
37,4,1,4,6,95,0.848,0,1,0.998,"900-5-20B0006.tiff"
38,11,4,8,19,177,0.589,2,2,1.424,"900-5-20B0006.tiff"
39,27,12,16,42,534,0.676,10,2,1.629,"900-5-20B0006.tiff"
40,5,2,4,7,58,0.406,2,0,1.343,"900-5-20B0006.tiff"
41,7,3,5,8,95,0.465,3,0,1.494,"900-5-20B0006.tiff"
42,9,4,6,13,187,0.692,4,0,0.924,"900-5-20B0006.tiff"
43,25,12,14,35,383,0.529,12,0,1.28,"900-5-20B0006.tiff"
44,7,3,5,12,107,0.53,3,0,0.913,"900-5-20B0006.tiff"
45,10,4,7,17,272,0.914,3,1,1.549,"900-5-20B0006.tiff"
46,9,4,6,13,151,0.572,4,0,0.928,"900-5-20B0006.tiff"
47,14,6,8,16,169,0.448,4,2,1.572,"900-5-20B0006.tiff"
48,3,1,3,4,114,1.209,1,0,2.186,"900-5-20B0006.tiff"
49,14,6,9,21,166,0.44,5,1,1.164,"900-5-20B0006.tiff"
50,5,2,4,6,89,0.594,2,0,1.385,"900-5-20B0006.tiff"
51,5,2,4,2,99,0.648,2,0,0.897,"900-5-20B0006.tiff"
1,17,8,10,19,179,0.391,8,0,1.22,"900-5-20C0002.tiff"
2,9,4,6,12,170,0.651,4,0,1.668,"900-5-20C0002.tiff"
3,9,4,6,13,157,0.603,4,0,1.404,"900-5-20C0002.tiff"
4,9,4,6,13,70,0.308,4,0,0.629,"900-5-20C0002.tiff"
5,11,5,7,14,198,0.629,5,0,1.03,"900-5-20C0002.tiff"
6,11,5,7,18,158,0.48,5,0,1.802,"900-5-20C0002.tiff"
7,8,3,5,9,95,0.435,1,2,1.048,"900-5-20C0002.tiff"
8,7,3,5,7,90,0.448,3,0,1.393,"900-5-20C0002.tiff"
9,23,11,13,32,267,0.42,11,0,1.468,"900-5-20C0002.tiff"
10,9,4,6,9,194,0.703,4,0,1.512,"900-5-20C0002.tiff"
11,3,1,3,4,81,0.92,1,0,1.096,"900-5-20C0002.tiff"
12,10,4,7,16,161,0.563,3,1,1.212,"900-5-20C0002.tiff"
13,7,3,5,7,99,0.508,3,0,0.819,"900-5-20C0002.tiff"
14,21,10,12,33,467,0.748,10,0,2.138,"900-5-20C0002.tiff"
15,7,3,5,10,119,0.598,3,0,1.251,"900-5-20C0002.tiff"
16,9,4,6,8,98,0.375,4,0,0.612,"900-5-20C0002.tiff"
17,7,3,5,5,141,0.661,3,0,1.511,"900-5-20C0002.tiff"
18,1,0,2,0,49,1.627,0,0,1.627,"900-5-20C0002.tiff"
19,5,2,4,4,91,0.603,2,0,0.926,"900-5-20C0002.tiff"
20,7,3,5,11,87,0.447,3,0,0.843,"900-5-20C0002.tiff"
21,5,2,4,6,96,0.625,2,0,1.317,"900-5-20C0002.tiff"
22,15,7,9,21,226,0.545,7,0,0.948,"900-5-20C0002.tiff"
23,5,2,4,7,91,0.658,2,0,1.179,"900-5-20C0002.tiff"
24,5,2,4,4,92,0.626,2,0,0.764,"900-5-20C0002.tiff"
25,5,2,4,7,72,0.504,2,0,1.039,"900-5-20C0002.tiff"
26,7,3,5,9,170,0.78,3,0,1.11,"900-5-20C0002.tiff"
27,9,4,6,14,96,0.379,4,0,0.64,"900-5-20C0002.tiff"
28,13,6,8,20,98,0.304,6,0,0.539,"900-5-20C0002.tiff"
29,1,0,2,0,33,1.055,0,0,1.055,"900-5-20C0002.tiff"
30,11,5,6,16,134,0.436,4,1,1.387,"900-5-20C0002.tiff"
31,10,4,7,17,242,0.808,3,1,1.317,"900-5-20C0002.tiff"
32,7,3,5,12,91,0.461,3,0,1.011,"900-5-20C0002.tiff"
33,5,2,4,6,60,0.418,2,0,0.723,"900-5-20C0002.tiff"
34,3,1,3,4,76,0.846,1,0,1.068,"900-5-20C0002.tiff"
35,20,9,12,29,220,0.41,8,1,1.052,"900-5-20C0002.tiff"
36,14,6,9,21,159,0.413,5,1,0.95,"900-5-20C0002.tiff"
1,5,2,4,7,99,0.678,2,0,1.088,"900-5-20C0004.tiff"
2,13,6,8,20,279,0.75,6,0,1.699,"900-5-20C0004.tiff"
3,9,4,6,13,146,0.573,4,0,1.382,"900-5-20C0004.tiff"
4,11,5,7,15,199,0.636,5,0,2.129,"900-5-20C0004.tiff"
5,11,5,7,12,114,0.372,5,0,0.871,"900-5-20C0004.tiff"
6,8,3,6,11,130,0.581,2,1,0.939,"900-5-20C0004.tiff"
7,27,13,15,37,458,0.586,13,0,1.51,"900-5-20C0004.tiff"
8,11,5,7,15,105,0.346,5,0,0.996,"900-5-20C0004.tiff"
9,11,5,7,16,168,0.529,5,0,0.893,"900-5-20C0004.tiff"
10,9,4,6,14,218,0.842,4,0,1.472,"900-5-20C0004.tiff"
11,6,2,5,11,88,0.551,1,1,1.266,"900-5-20C0004.tiff"
12,9,4,6,16,86,0.366,4,0,1.055,"900-5-20C0004.tiff"
13,6,2,5,2,130,0.712,1,1,1.092,"900-5-20C0004.tiff"
14,7,3,5,7,112,0.546,3,0,0.942,"900-5-20C0004.tiff"
15,8,3,6,12,108,0.512,2,1,0.891,"900-5-20C0004.tiff"
16,7,3,5,10,125,0.59,3,0,1.096,"900-5-20C0004.tiff"
17,15,7,9,23,181,0.453,7,0,0.862,"900-5-20C0004.tiff"
18,15,7,9,18,216,0.504,7,0,1.561,"900-5-20C0004.tiff"
19,15,7,9,22,186,0.437,7,0,1.234,"900-5-20C0004.tiff"
20,11,5,7,19,208,0.637,5,0,2.506,"900-5-20C0004.tiff"
21,3,1,3,1,80,0.845,1,0,1.408,"900-5-20C0004.tiff"
22,6,2,5,9,111,0.669,1,1,1.098,"900-5-20C0004.tiff"
23,8,3,6,11,121,0.565,2,1,0.83,"900-5-20C0004.tiff"
24,19,9,10,27,217,0.409,8,1,1.568,"900-5-20C0004.tiff"
25,11,4,8,20,167,0.54,2,2,1.234,"900-5-20C0004.tiff"
26,9,4,6,15,126,0.515,4,0,1.223,"900-5-20C0004.tiff"
27,41,20,22,62,561,0.496,20,0,1.487,"900-5-20C0004.tiff"
28,5,2,4,6,116,0.756,2,0,1.49,"900-5-20C0004.tiff"
29,7,3,5,9,90,0.425,3,0,0.614,"900-5-20C0004.tiff"
30,9,4,6,13,133,0.518,4,0,0.99,"900-5-20C0004.tiff"
31,9,4,6,12,160,0.612,4,0,1.022,"900-5-20C0004.tiff"
32,7,3,5,6,99,0.484,3,0,1.529,"900-5-20C0004.tiff"
33,5,2,4,6,61,0.452,2,0,0.865,"900-5-20C0004.tiff"
34,9,4,6,16,122,0.496,4,0,1.731,"900-5-20C0004.tiff"
35,7,3,5,8,59,0.316,3,0,0.522,"900-5-20C0004.tiff"
1,5,2,4,5,95,0.649,2,0,0.967,"900-5-20C0006.tiff"
2,16,6,11,30,180,0.425,4,1,1.102,"900-5-20C0006.tiff"
3,5,2,4,7,99,0.667,2,0,0.821,"900-5-20C0006.tiff"
4,5,2,4,5,95,0.634,2,0,0.856,"900-5-20C0006.tiff"
5,5,2,4,2,62,0.395,2,0,0.684,"900-5-20C0006.tiff"
6,3,1,3,3,92,0.986,1,0,1.407,"900-5-20C0006.tiff"
7,14,6,9,23,287,0.69,5,1,1.548,"900-5-20C0006.tiff"
8,21,10,12,32,407,0.665,10,0,1.529,"900-5-20C0006.tiff"
9,8,3,6,9,111,0.49,2,1,0.889,"900-5-20C0006.tiff"
10,1,0,2,0,71,2.149,0,0,2.149,"900-5-20C0006.tiff"
11,9,4,6,13,100,0.394,4,0,1.124,"900-5-20C0006.tiff"
12,9,4,6,13,83,0.351,4,0,0.902,"900-5-20C0006.tiff"
13,13,6,8,19,211,0.575,6,0,1.694,"900-5-20C0006.tiff"
14,7,3,5,11,89,0.446,3,0,1.186,"900-5-20C0006.tiff"
15,5,2,4,7,114,0.737,2,0,1.826,"900-5-20C0006.tiff"
16,27,13,15,44,347,0.478,13,0,1.153,"900-5-20C0006.tiff"
17,7,3,5,9,127,0.604,3,0,1.12,"900-5-20C0006.tiff"
18,22,10,13,35,321,0.519,9,1,1.147,"900-5-20C0006.tiff"
19,9,4,6,13,105,0.413,4,0,0.874,"900-5-20C0006.tiff"
20,8,3,6,13,173,0.753,2,1,1.302,"900-5-20C0006.tiff"
21,10,4,7,16,103,0.395,3,1,0.703,"900-5-20C0006.tiff"
22,8,3,6,12,76,0.344,2,1,0.789,"900-5-20C0006.tiff"
23,9,4,6,13,116,0.436,4,0,1.23,"900-5-20C0006.tiff"
24,6,2,5,8,108,0.64,1,1,0.95,"900-5-20C0006.tiff"
25,3,1,3,3,69,0.763,1,0,1.961,"900-5-20C0006.tiff"
26,38,18,21,54,483,0.455,17,1,1.278,"900-5-20C0006.tiff"
27,9,4,6,14,77,0.328,4,0,0.61,"900-5-20C0006.tiff"
1,12,5,8,14,203,0.592,4,1,1.725,"900-5-20D0002.tiff"
2,9,4,6,13,138,0.529,4,0,0.727,"900-5-20D0002.tiff"
3,15,7,9,19,258,0.6,7,0,1.779,"900-5-20D0002.tiff"
4,3,1,3,3,53,0.623,1,0,1.029,"900-5-20D0002.tiff"
5,4,1,4,8,89,0.758,0,1,1.056,"900-5-20D0002.tiff"
6,1,0,2,0,75,2.298,0,0,2.298,"900-5-20D0002.tiff"
7,16,7,9,21,191,0.421,5,2,0.95,"900-5-20D0002.tiff"
8,7,3,5,8,96,0.49,3,0,0.926,"900-5-20D0002.tiff"
9,11,5,7,14,166,0.524,5,0,0.849,"900-5-20D0002.tiff"
10,5,2,4,7,83,0.543,2,0,1.142,"900-5-20D0002.tiff"
11,9,4,6,11,110,0.406,4,0,1.19,"900-5-20D0002.tiff"
12,13,5,9,20,344,0.916,3,2,1.58,"900-5-20D0002.tiff"
13,14,6,9,22,173,0.434,5,1,0.823,"900-5-20D0002.tiff"
14,13,6,8,19,137,0.392,6,0,0.828,"900-5-20D0002.tiff"
15,9,4,6,14,119,0.472,4,0,1.16,"900-5-20D0002.tiff"
16,11,4,8,21,239,0.753,3,0,1.829,"900-5-20D0002.tiff"
17,17,7,11,30,181,0.411,5,2,0.635,"900-5-20D0002.tiff"
18,11,5,7,16,189,0.612,5,0,1.456,"900-5-20D0002.tiff"
1,11,5,7,15,127,0.416,5,0,0.612,"900-5-20D0004.tiff"
2,14,6,9,23,217,0.561,5,1,1.155,"900-5-20D0004.tiff"
3,1,0,2,0,81,2.379,0,0,2.379,"900-5-20D0004.tiff"
4,5,2,4,7,65,0.48,2,0,1.177,"900-5-20D0004.tiff"
5,17,8,10,24,244,0.524,8,0,0.915,"900-5-20D0004.tiff"
6,13,5,9,18,186,0.501,4,0,1.931,"900-5-20D0004.tiff"
7,14,6,9,19,474,1.128,5,1,2.446,"900-5-20D0004.tiff"
8,11,5,7,17,252,0.773,5,0,1.716,"900-5-20D0004.tiff"
9,7,3,5,10,124,0.579,3,0,1.033,"900-5-20D0004.tiff"
10,3,1,3,4,69,0.782,1,0,1.334,"900-5-20D0004.tiff"
11,9,4,6,10,118,0.479,4,0,0.714,"900-5-20D0004.tiff"
12,15,7,9,23,173,0.418,7,0,0.924,"900-5-20D0004.tiff"
13,8,3,6,12,98,0.462,2,1,0.784,"900-5-20D0004.tiff"
14,7,3,5,7,97,0.501,3,0,0.963,"900-5-20D0004.tiff"
15,7,3,5,8,97,0.484,3,0,1.112,"900-5-20D0004.tiff"
16,1,0,2,0,55,1.806,0,0,1.806,"900-5-20D0004.tiff"
17,3,1,3,4,116,1.204,1,0,1.485,"900-5-20D0004.tiff"
18,13,6,8,16,226,0.592,6,0,1.359,"900-5-20D0004.tiff"
19,9,4,6,12,125,0.497,4,0,0.659,"900-5-20D0004.tiff"
20,13,6,8,14,174,0.473,6,0,0.933,"900-5-20D0004.tiff"
1,3,1,3,3,84,0.927,1,0,1.033,"900-5-20D0006.tiff"
2,5,2,4,6,85,0.591,2,0,0.789,"900-5-20D0006.tiff"
3,3,1,3,4,37,0.434,1,0,0.937,"900-5-20D0006.tiff"
4,5,2,4,6,84,0.56,2,0,1.237,"900-5-20D0006.tiff"
5,11,5,7,16,149,0.48,5,0,1.24,"900-5-20D0006.tiff"
6,11,5,7,16,105,0.356,5,0,1.018,"900-5-20D0006.tiff"
7,14,6,9,20,131,0.35,5,1,0.695,"900-5-20D0006.tiff"
8,9,4,6,8,108,0.408,4,0,0.848,"900-5-20D0006.tiff"
9,5,2,4,7,95,0.652,2,0,1.762,"900-5-20D0006.tiff"
10,3,1,3,1,89,0.978,1,0,2.317,"900-5-20D0006.tiff"
11,6,2,5,9,86,0.529,1,1,1.467,"900-5-20D0006.tiff"
12,5,2,4,5,144,0.928,2,0,2.129,"900-5-20D0006.tiff"
13,5,2,4,6,77,0.525,2,0,0.961,"900-5-20D0006.tiff"
14,7,3,5,10,110,0.541,3,0,0.727,"900-5-20D0006.tiff"
15,5,2,4,5,113,0.776,2,0,1.081,"900-5-20D0006.tiff"
16,1,0,2,0,65,2.057,0,0,2.057,"900-5-20D0006.tiff"
17,19,9,11,25,277,0.519,9,0,1.365,"900-5-20D0006.tiff"
18,10,4,7,15,124,0.464,3,1,1.249,"900-5-20D0006.tiff"
19,8,3,6,10,65,0.317,2,1,0.839,"900-5-20D0006.tiff"
