"skel.num","Branches","Junctions","End.point.voxels","Junction.voxels","Slab.voxels","Average.Branch.Length","Triple.points","Quadruple.points","Maximum.Branch.Length","Labelfine"
12,11,5,7,17,159,0.521,5,0,1.265,"LTO28Ni900-50-A0008.tiff"
13,7,3,5,8,94,0.452,3,0,1.391,"LTO28Ni900-50-A0008.tiff"
14,13,6,8,20,186,0.497,6,0,1.103,"LTO28Ni900-50-A0008.tiff"
15,9,4,6,15,204,0.749,4,0,2.422,"LTO28Ni900-50-A0008.tiff"
16,11,5,7,15,150,0.491,5,0,0.998,"LTO28Ni900-50-A0008.tiff"
17,8,3,6,7,72,0.341,2,1,0.642,"LTO28Ni900-50-A0008.tiff"
18,12,5,8,16,96,0.319,4,1,0.934,"LTO28Ni900-50-A0008.tiff"
19,13,6,8,21,139,0.404,6,0,0.718,"LTO28Ni900-50-A0008.tiff"
20,50,24,27,79,1100,0.765,23,1,3.464,"LTO28Ni900-50-A0008.tiff"
21,1,0,2,0,38,1.284,0,0,1.284,"LTO28Ni900-50-A0008.tiff"
22,4,1,4,3,71,0.612,0,1,0.99,"LTO28Ni900-50-A0008.tiff"
23,13,6,8,20,230,0.594,6,0,1.778,"LTO28Ni900-50-A0008.tiff"
24,3,1,3,3,82,0.884,1,0,1.402,"LTO28Ni900-50-A0008.tiff"
25,7,3,5,11,116,0.6,3,0,1.305,"LTO28Ni900-50-A0008.tiff"
26,5,2,4,2,169,1.084,2,0,1.561,"LTO28Ni900-50-A0008.tiff"
27,7,3,5,8,159,0.719,3,0,1.76,"LTO28Ni900-50-A0008.tiff"
28,6,2,5,10,75,0.44,1,1,0.695,"LTO28Ni900-50-A0008.tiff"
29,1,0,2,0,39,1.277,0,0,1.277,"LTO28Ni900-50-A0008.tiff"
30,3,1,3,1,62,0.681,1,0,1.356,"LTO28Ni900-50-A0008.tiff"
31,5,2,4,5,75,0.524,2,0,1.013,"LTO28Ni900-50-A0008.tiff"
32,5,2,4,6,90,0.617,2,0,1.055,"LTO28Ni900-50-A0008.tiff"
33,15,7,9,20,218,0.512,7,0,1.703,"LTO28Ni900-50-A0008.tiff"
34,14,6,9,23,162,0.418,5,1,0.849,"LTO28Ni900-50-A0008.tiff"
35,9,4,6,14,241,0.891,4,0,2.741,"LTO28Ni900-50-A0008.tiff"
36,5,2,4,8,102,0.699,2,0,0.856,"LTO28Ni900-50-A0008.tiff"
37,7,3,5,6,122,0.59,3,0,1.013,"LTO28Ni900-50-A0008.tiff"
38,27,12,16,43,438,0.556,10,2,1.361,"LTO28Ni900-50-A0008.tiff"
39,11,5,7,11,151,0.482,5,0,0.841,"LTO28Ni900-50-A0008.tiff"
40,5,2,4,6,46,0.354,2,0,0.679,"LTO28Ni900-50-A0008.tiff"
41,7,3,5,8,79,0.408,3,0,0.734,"LTO28Ni900-50-A0008.tiff"
1,15,7,9,17,254,0.591,7,0,1.297,"LTO28Ni900-50-A0010.tiff"
2,5,2,4,6,113,0.742,2,0,2.055,"LTO28Ni900-50-A0010.tiff"
3,9,4,6,11,135,0.531,4,0,1.138,"LTO28Ni900-50-A0010.tiff"
4,6,2,5,12,68,0.44,1,1,0.701,"LTO28Ni900-50-A0010.tiff"
5,19,9,11,26,262,0.493,9,0,1.249,"LTO28Ni900-50-A0010.tiff"
6,13,6,8,17,237,0.609,6,0,1.214,"LTO28Ni900-50-A0010.tiff"
7,11,5,7,9,236,0.702,5,0,2.042,"LTO28Ni900-50-A0010.tiff"
8,10,4,7,12,170,0.552,3,1,1.889,"LTO28Ni900-50-A0010.tiff"
9,11,5,7,10,138,0.433,5,0,1.325,"LTO28Ni900-50-A0010.tiff"
10,21,10,12,35,199,0.35,10,0,0.758,"LTO28Ni900-50-A0010.tiff"
11,5,2,4,7,106,0.724,2,0,1.286,"LTO28Ni900-50-A0010.tiff"
12,69,34,36,104,1213,0.611,34,0,2.398,"LTO28Ni900-50-A0010.tiff"
13,27,13,15,45,335,0.445,13,0,0.773,"LTO28Ni900-50-A0010.tiff"
14,11,5,7,17,93,0.328,5,0,0.817,"LTO28Ni900-50-A0010.tiff"
15,14,6,9,18,210,0.515,5,1,1.332,"LTO28Ni900-50-A0010.tiff"
16,5,2,4,4,83,0.544,2,0,0.784,"LTO28Ni900-50-A0010.tiff"
17,21,10,12,33,248,0.426,10,0,1.455,"LTO28Ni900-50-A0010.tiff"
18,3,1,3,1,54,0.567,1,0,0.81,"LTO28Ni900-50-A0010.tiff"
19,11,5,7,16,265,0.799,5,0,1.73,"LTO28Ni900-50-A0010.tiff"
20,11,5,7,15,158,0.527,5,0,1.447,"LTO28Ni900-50-A0010.tiff"
21,10,4,7,18,143,0.506,3,1,1.058,"LTO28Ni900-50-A0010.tiff"
22,9,4,6,8,129,0.492,4,0,1.577,"LTO28Ni900-50-A0010.tiff"
23,14,6,9,24,153,0.397,5,1,0.885,"LTO28Ni900-50-A0010.tiff"
24,5,2,4,6,86,0.594,2,0,0.754,"LTO28Ni900-50-A0010.tiff"
25,11,5,7,13,191,0.581,5,0,1.142,"LTO28Ni900-50-A0010.tiff"
26,63,30,34,100,1251,0.676,28,2,1.9,"LTO28Ni900-50-A0010.tiff"
27,9,4,6,13,135,0.52,4,0,1.456,"LTO28Ni900-50-A0010.tiff"
28,13,6,7,19,157,0.416,5,1,1.319,"LTO28Ni900-50-A0010.tiff"
29,9,4,6,12,131,0.506,4,0,0.967,"LTO28Ni900-50-A0010.tiff"
30,7,3,5,11,74,0.387,3,0,0.81,"LTO28Ni900-50-A0010.tiff"
31,3,1,3,3,38,0.47,1,0,0.612,"LTO28Ni900-50-A0010.tiff"
32,9,4,6,14,201,0.742,4,0,1.584,"LTO28Ni900-50-A0010.tiff"
33,20,9,12,27,345,0.605,8,1,1.575,"LTO28Ni900-50-A0010.tiff"
34,7,3,5,10,117,0.565,3,0,1.247,"LTO28Ni900-50-A0010.tiff"
35,7,2,6,10,150,0.735,1,0,1.419,"LTO28Ni900-50-A0010.tiff"
36,9,3,7,19,191,0.768,2,0,1.347,"LTO28Ni900-50-A0010.tiff"
37,5,2,4,2,103,0.66,2,0,0.976,"LTO28Ni900-50-A0010.tiff"
38,12,5,8,18,315,0.88,4,1,1.721,"LTO28Ni900-50-A0010.tiff"
39,15,7,9,25,122,0.318,7,0,0.843,"LTO28Ni900-50-A0010.tiff"
1,7,3,5,8,92,0.466,3,0,0.653,"LTO28Ni900-50-A0012.tiff"
2,27,13,15,39,556,0.707,13,0,1.982,"LTO28Ni900-50-A0012.tiff"
3,21,10,12,31,186,0.332,10,0,0.741,"LTO28Ni900-50-A0012.tiff"
4,9,4,6,11,113,0.435,4,0,0.797,"LTO28Ni900-50-A0012.tiff"
5,14,6,9,21,245,0.623,5,1,1.678,"LTO28Ni900-50-A0012.tiff"
6,7,3,5,12,76,0.419,3,0,0.764,"LTO28Ni900-50-A0012.tiff"
7,29,14,16,44,362,0.438,14,0,1.047,"LTO28Ni900-50-A0012.tiff"
8,19,8,12,28,241,0.46,7,0,1.472,"LTO28Ni900-50-A0012.tiff"
9,5,2,4,7,76,0.558,2,0,0.78,"LTO28Ni900-50-A0012.tiff"
10,4,1,4,6,61,0.54,0,1,0.885,"LTO28Ni900-50-A0012.tiff"
11,9,4,6,13,97,0.392,4,0,1.363,"LTO28Ni900-50-A0012.tiff"
12,7,3,5,8,122,0.566,3,0,1.282,"LTO28Ni900-50-A0012.tiff"
13,8,3,5,11,96,0.432,1,2,0.74,"LTO28Ni900-50-A0012.tiff"
14,35,17,19,42,823,0.801,17,0,1.894,"LTO28Ni900-50-A0012.tiff"
15,11,5,7,12,167,0.508,5,0,1.425,"LTO28Ni900-50-A0012.tiff"
16,25,12,14,40,376,0.542,12,0,1.107,"LTO28Ni900-50-A0012.tiff"
17,22,10,13,38,305,0.478,9,1,1.21,"LTO28Ni900-50-A0012.tiff"
18,31,15,17,48,533,0.587,15,0,1.219,"LTO28Ni900-50-A0012.tiff"
19,13,6,8,17,226,0.613,6,0,1.197,"LTO28Ni900-50-A0012.tiff"
20,11,5,7,16,176,0.565,5,0,0.905,"LTO28Ni900-50-A0012.tiff"
21,25,12,14,37,449,0.635,12,0,1.68,"LTO28Ni900-50-A0012.tiff"
22,7,3,5,3,133,0.632,3,0,1.138,"LTO28Ni900-50-A0012.tiff"
23,22,10,13,36,239,0.397,9,1,0.758,"LTO28Ni900-50-A0012.tiff"
24,9,3,7,17,82,0.374,1,2,0.786,"LTO28Ni900-50-A0012.tiff"
25,17,8,10,22,272,0.566,8,0,1.286,"LTO28Ni900-50-A0012.tiff"
26,5,2,4,4,78,0.513,2,0,0.933,"LTO28Ni900-50-A0012.tiff"
27,16,7,10,23,250,0.545,6,1,1.864,"LTO28Ni900-50-A0012.tiff"
28,13,6,8,17,255,0.661,6,0,1.201,"LTO28Ni900-50-A0012.tiff"
29,11,5,7,13,146,0.464,5,0,1.321,"LTO28Ni900-50-A0012.tiff"
30,7,3,5,7,100,0.497,3,0,0.777,"LTO28Ni900-50-A0012.tiff"
31,10,4,7,15,190,0.659,3,1,1.691,"LTO28Ni900-50-A0012.tiff"
32,8,3,6,13,141,0.602,2,1,1.025,"LTO28Ni900-50-A0012.tiff"
33,5,2,3,6,94,0.628,1,1,1.302,"LTO28Ni900-50-A0012.tiff"
34,7,3,5,11,84,0.431,3,0,0.906,"LTO28Ni900-50-A0012.tiff"
35,5,2,4,7,99,0.66,2,0,1.228,"LTO28Ni900-50-A0012.tiff"
36,8,3,6,15,92,0.43,2,1,0.848,"LTO28Ni900-50-A0012.tiff"
1,34,16,19,47,479,0.51,15,1,1.243,"LTO28Ni900-50-C0008.tiff"
2,5,2,4,7,141,0.923,2,0,1.387,"LTO28Ni900-50-C0008.tiff"
3,11,5,7,18,208,0.648,5,0,1.095,"LTO28Ni900-50-C0008.tiff"
4,7,3,5,9,119,0.595,3,0,1.153,"LTO28Ni900-50-C0008.tiff"
5,10,4,7,17,165,0.578,3,1,1.103,"LTO28Ni900-50-C0008.tiff"
6,3,1,3,3,92,0.997,1,0,1.815,"LTO28Ni900-50-C0008.tiff"
7,11,5,7,15,136,0.454,5,0,0.882,"LTO28Ni900-50-C0008.tiff"
8,5,2,4,4,95,0.631,2,0,1.201,"LTO28Ni900-50-C0008.tiff"
9,11,5,7,16,213,0.66,5,0,2.214,"LTO28Ni900-50-C0008.tiff"
10,26,11,16,37,381,0.528,8,3,1.293,"LTO28Ni900-50-C0008.tiff"
11,73,36,38,93,1580,0.744,36,0,2.113,"LTO28Ni900-50-C0008.tiff"
12,17,8,10,26,299,0.611,8,0,1.146,"LTO28Ni900-50-C0008.tiff"
13,5,2,4,2,81,0.512,2,0,0.869,"LTO28Ni900-50-C0008.tiff"
14,7,3,5,9,91,0.441,3,0,0.667,"LTO28Ni900-50-C0008.tiff"
15,11,5,7,13,162,0.528,5,0,1.452,"LTO28Ni900-50-C0008.tiff"
16,13,6,8,21,231,0.618,6,0,1.016,"LTO28Ni900-50-C0008.tiff"
17,12,5,8,18,195,0.554,4,1,1.73,"LTO28Ni900-50-C0008.tiff"
18,3,1,3,4,69,0.735,1,0,0.874,"LTO28Ni900-50-C0008.tiff"
19,7,3,5,7,81,0.41,3,0,0.613,"LTO28Ni900-50-C0008.tiff"
20,9,4,6,15,136,0.505,4,0,0.743,"LTO28Ni900-50-C0008.tiff"
21,12,5,8,21,192,0.561,4,1,0.777,"LTO28Ni900-50-C0008.tiff"
22,26,12,15,36,449,0.592,11,1,1.249,"LTO28Ni900-50-C0008.tiff"
23,9,4,6,12,172,0.678,4,0,1.438,"LTO28Ni900-50-C0008.tiff"
24,8,3,6,11,206,0.888,2,1,1.568,"LTO28Ni900-50-C0008.tiff"
25,16,7,10,28,164,0.379,6,1,1.057,"LTO28Ni900-50-C0008.tiff"
26,3,1,3,3,45,0.517,1,0,0.581,"LTO28Ni900-50-C0008.tiff"
27,13,6,8,20,217,0.601,6,0,1.109,"LTO28Ni900-50-C0008.tiff"
28,9,4,6,14,134,0.518,4,0,1.238,"LTO28Ni900-50-C0008.tiff"
29,3,1,3,3,88,0.925,1,0,1.822,"LTO28Ni900-50-C0008.tiff"
30,5,2,4,6,65,0.462,2,0,0.808,"LTO28Ni900-50-C0008.tiff"
31,9,4,6,9,142,0.531,4,0,1.075,"LTO28Ni900-50-C0008.tiff"
32,6,2,5,9,135,0.756,1,1,1.737,"LTO28Ni900-50-C0008.tiff"
33,4,1,4,7,111,0.947,0,1,1.286,"LTO28Ni900-50-C0008.tiff"
34,14,6,9,24,210,0.53,5,1,1.428,"LTO28Ni900-50-C0008.tiff"
1,13,6,8,20,118,0.346,6,0,0.874,"LTO28Ni900-50-C0010.tiff"
2,62,30,33,87,1450,0.821,29,1,2.152,"LTO28Ni900-50-C0010.tiff"
3,6,2,5,8,122,0.676,1,1,1.337,"LTO28Ni900-50-C0010.tiff"
4,8,3,6,14,78,0.374,2,1,0.727,"LTO28Ni900-50-C0010.tiff"
5,3,1,3,4,57,0.649,1,0,0.948,"LTO28Ni900-50-C0010.tiff"
6,5,2,4,8,87,0.587,2,0,0.806,"LTO28Ni900-50-C0010.tiff"
7,7,3,5,10,133,0.652,3,0,2.079,"LTO28Ni900-50-C0010.tiff"
8,13,6,8,18,185,0.505,6,0,0.88,"LTO28Ni900-50-C0010.tiff"
9,20,9,12,25,433,0.77,8,1,1.934,"LTO28Ni900-50-C0010.tiff"
10,12,5,8,13,220,0.632,4,1,1.21,"LTO28Ni900-50-C0010.tiff"
11,9,4,6,13,159,0.61,4,0,1.387,"LTO28Ni900-50-C0010.tiff"
12,5,2,4,5,76,0.517,2,0,0.675,"LTO28Ni900-50-C0010.tiff"
13,3,1,3,4,82,0.869,1,0,2.092,"LTO28Ni900-50-C0010.tiff"
14,9,4,6,10,128,0.489,4,0,0.911,"LTO28Ni900-50-C0010.tiff"
15,3,1,3,4,49,0.561,1,0,0.976,"LTO28Ni900-50-C0010.tiff"
16,9,4,6,14,117,0.477,4,0,0.817,"LTO28Ni900-50-C0010.tiff"
17,11,5,7,14,192,0.625,5,0,1.43,"LTO28Ni900-50-C0010.tiff"
18,15,7,9,20,253,0.575,7,0,1.46,"LTO28Ni900-50-C0010.tiff"
19,15,7,9,24,112,0.297,5,1,0.801,"LTO28Ni900-50-C0010.tiff"
20,3,1,3,3,75,0.797,1,0,1.326,"LTO28Ni900-50-C0010.tiff"
21,11,5,7,19,150,0.476,5,0,1.088,"LTO28Ni900-50-C0010.tiff"
22,13,6,8,12,270,0.729,6,0,1.557,"LTO28Ni900-50-C0010.tiff"
23,3,1,3,3,63,0.692,1,0,1.265,"LTO28Ni900-50-C0010.tiff"
24,9,4,6,14,180,0.684,4,0,1.135,"LTO28Ni900-50-C0010.tiff"
25,17,8,10,27,240,0.533,8,0,1.12,"LTO28Ni900-50-C0010.tiff"
26,10,4,7,16,203,0.693,3,1,1.4,"LTO28Ni900-50-C0010.tiff"
27,12,5,8,9,186,0.547,4,1,1.541,"LTO28Ni900-50-C0010.tiff"
28,11,5,7,17,221,0.674,5,0,1.295,"LTO28Ni900-50-C0010.tiff"
29,5,2,4,4,140,0.954,2,0,1.705,"LTO28Ni900-50-C0010.tiff"
30,16,7,10,25,217,0.495,6,1,1.203,"LTO28Ni900-50-C0010.tiff"
31,7,3,5,11,95,0.48,3,0,0.727,"LTO28Ni900-50-C0010.tiff"
32,19,9,11,26,323,0.585,9,0,1.649,"LTO28Ni900-50-C0010.tiff"
33,6,2,5,5,174,0.942,1,1,2.582,"LTO28Ni900-50-C0010.tiff"
34,7,3,5,10,153,0.714,3,0,1.289,"LTO28Ni900-50-C0010.tiff"
35,10,4,7,11,156,0.538,3,1,0.933,"LTO28Ni900-50-C0010.tiff"
36,5,2,4,7,19,0.188,2,0,0.386,"LTO28Ni900-50-C0010.tiff"
37,14,6,9,18,217,0.553,5,1,1.421,"LTO28Ni900-50-C0010.tiff"
38,3,1,3,3,57,0.622,1,0,0.701,"LTO28Ni900-50-C0010.tiff"
1,7,3,5,8,151,0.723,3,0,1.339,"LTO28Ni900-50-C0012.tiff"
2,14,6,9,17,248,0.615,5,1,1.162,"LTO28Ni900-50-C0012.tiff"
3,9,4,6,9,118,0.446,4,0,0.769,"LTO28Ni900-50-C0012.tiff"
4,7,3,5,9,95,0.455,3,0,0.817,"LTO28Ni900-50-C0012.tiff"
5,11,5,7,16,107,0.376,5,0,1.035,"LTO28Ni900-50-C0012.tiff"
6,7,3,5,11,171,0.784,3,0,1.224,"LTO28Ni900-50-C0012.tiff"
7,5,2,4,7,84,0.579,2,0,1.468,"LTO28Ni900-50-C0012.tiff"
8,47,23,25,78,903,0.674,23,0,1.763,"LTO28Ni900-50-C0012.tiff"
9,7,3,5,8,145,0.685,3,0,1.07,"LTO28Ni900-50-C0012.tiff"
10,1,0,2,0,39,1.212,0,0,1.212,"LTO28Ni900-50-C0012.tiff"
11,23,11,13,35,370,0.559,11,0,1.177,"LTO28Ni900-50-C0012.tiff"
12,3,1,3,1,93,0.984,1,0,1.332,"LTO28Ni900-50-C0012.tiff"
13,11,4,8,17,188,0.609,2,2,1.275,"LTO28Ni900-50-C0012.tiff"
14,17,8,10,21,296,0.615,8,0,1.813,"LTO28Ni900-50-C0012.tiff"
15,19,9,11,26,376,0.671,9,0,1.614,"LTO28Ni900-50-C0012.tiff"
16,14,6,9,23,193,0.513,5,1,1.266,"LTO28Ni900-50-C0012.tiff"
17,6,2,5,10,102,0.585,1,1,0.847,"LTO28Ni900-50-C0012.tiff"
18,7,3,5,11,137,0.677,3,0,1.422,"LTO28Ni900-50-C0012.tiff"
19,5,2,4,8,65,0.444,2,0,0.889,"LTO28Ni900-50-C0012.tiff"
20,9,4,6,10,119,0.483,4,0,1.009,"LTO28Ni900-50-C0012.tiff"
21,6,2,5,9,145,0.808,1,1,1.068,"LTO28Ni900-50-C0012.tiff"
22,3,1,3,3,82,0.934,1,0,1.105,"LTO28Ni900-50-C0012.tiff"
23,11,5,7,15,201,0.641,5,0,1.419,"LTO28Ni900-50-C0012.tiff"
24,5,2,4,6,70,0.473,2,0,1.25,"LTO28Ni900-50-C0012.tiff"
25,10,4,6,13,213,0.696,2,2,1.767,"LTO28Ni900-50-C0012.tiff"
26,7,3,5,11,154,0.713,3,0,2.187,"LTO28Ni900-50-C0012.tiff"
27,1,0,2,0,42,1.356,0,0,1.356,"LTO28Ni900-50-C0012.tiff"
28,8,3,6,7,135,0.563,2,1,0.976,"LTO28Ni900-50-C0012.tiff"
29,7,3,5,9,90,0.45,3,0,0.621,"LTO28Ni900-50-C0012.tiff"
30,7,3,5,9,138,0.668,3,0,1.07,"LTO28Ni900-50-C0012.tiff"
31,8,3,6,12,105,0.438,2,1,0.974,"LTO28Ni900-50-C0012.tiff"
32,22,10,13,37,386,0.624,9,1,1.598,"LTO28Ni900-50-C0012.tiff"
33,23,11,13,31,475,0.732,11,0,1.449,"LTO28Ni900-50-C0012.tiff"
34,5,2,4,7,55,0.41,2,0,0.945,"LTO28Ni900-50-C0012.tiff"
35,3,1,3,3,68,0.703,1,0,1,"LTO28Ni900-50-C0012.tiff"
36,5,2,4,8,74,0.496,2,0,0.959,"LTO28Ni900-50-C0012.tiff"
37,8,3,6,12,81,0.376,2,1,0.679,"LTO28Ni900-50-C0012.tiff"
38,3,1,3,3,31,0.373,1,0,0.954,"LTO28Ni900-50-C0012.tiff"
39,9,4,6,12,80,0.348,4,0,0.607,"LTO28Ni900-50-C0012.tiff"
40,15,7,9,14,157,0.386,7,0,0.88,"LTO28Ni900-50-C0012.tiff"
41,32,15,18,47,529,0.577,14,1,1.223,"LTO28Ni900-50-C0012.tiff"
42,3,1,3,4,69,0.768,1,0,1.22,"LTO28Ni900-50-C0012.tiff"
43,5,2,4,8,81,0.569,2,0,0.834,"LTO28Ni900-50-C0012.tiff"
1,7,3,5,9,108,0.553,3,0,1.57,"LTO35Ni900-50-C0008.tiff"
2,60,29,32,86,1049,0.606,28,1,2.482,"LTO35Ni900-50-C0008.tiff"
3,13,6,8,12,235,0.631,6,0,2.163,"LTO35Ni900-50-C0008.tiff"
4,34,16,19,49,710,0.721,15,1,1.996,"LTO35Ni900-50-C0008.tiff"
5,24,11,13,38,347,0.52,9,2,1.359,"LTO35Ni900-50-C0008.tiff"
6,19,9,11,26,270,0.506,9,0,1.144,"LTO35Ni900-50-C0008.tiff"
7,32,15,18,47,596,0.646,14,1,1.691,"LTO35Ni900-50-C0008.tiff"
8,101,49,53,146,2967,1.026,47,2,4.299,"LTO35Ni900-50-C0008.tiff"
9,16,7,10,24,250,0.549,6,1,1.038,"LTO35Ni900-50-C0008.tiff"
10,41,20,22,61,794,0.682,20,0,2.01,"LTO35Ni900-50-C0008.tiff"
11,49,23,27,66,872,0.618,21,2,1.694,"LTO35Ni900-50-C0008.tiff"
12,23,11,13,35,375,0.563,11,0,1.408,"LTO35Ni900-50-C0008.tiff"
13,13,6,8,18,267,0.672,6,0,1.103,"LTO35Ni900-50-C0008.tiff"
14,20,9,12,29,456,0.736,8,1,1.536,"LTO35Ni900-50-C0008.tiff"
15,29,14,16,49,532,0.636,14,0,2.053,"LTO35Ni900-50-C0008.tiff"
16,15,7,9,21,307,0.707,7,0,1.371,"LTO35Ni900-50-C0008.tiff"
17,12,5,8,15,185,0.513,4,1,1.293,"LTO35Ni900-50-C0008.tiff"
18,15,7,9,16,284,0.637,7,0,1.219,"LTO35Ni900-50-C0008.tiff"
19,31,15,17,41,565,0.623,15,0,2.252,"LTO35Ni900-50-C0008.tiff"
20,7,3,5,12,204,0.962,3,0,1.845,"LTO35Ni900-50-C0008.tiff"
1,23,11,13,39,510,0.75,11,0,2.643,"LTO35Ni900-50-C0010.tiff"
2,17,8,10,23,299,0.615,8,0,1.337,"LTO35Ni900-50-C0010.tiff"
3,67,32,36,109,1501,0.763,30,2,2.233,"LTO35Ni900-50-C0010.tiff"
4,13,6,8,8,277,0.694,6,0,1.166,"LTO35Ni900-50-C0010.tiff"
5,9,4,6,16,204,0.758,4,0,1.613,"LTO35Ni900-50-C0010.tiff"
6,27,13,15,35,585,0.743,13,0,2.459,"LTO35Ni900-50-C0010.tiff"
7,9,4,6,12,162,0.628,4,0,1.677,"LTO35Ni900-50-C0010.tiff"
8,15,7,9,21,446,1.023,7,0,2.539,"LTO35Ni900-50-C0010.tiff"
9,7,3,5,10,133,0.672,3,0,1.007,"LTO35Ni900-50-C0010.tiff"
10,75,36,40,111,1979,0.895,34,2,2.77,"LTO35Ni900-50-C0010.tiff"
11,30,14,17,50,580,0.666,13,1,1.558,"LTO35Ni900-50-C0010.tiff"
12,32,15,18,45,677,0.733,14,1,2.16,"LTO35Ni900-50-C0010.tiff"
13,25,12,14,40,329,0.476,12,0,1.167,"LTO35Ni900-50-C0010.tiff"
14,9,4,6,11,194,0.721,4,0,1.41,"LTO35Ni900-50-C0010.tiff"
15,11,5,7,15,171,0.545,5,0,1.083,"LTO35Ni900-50-C0010.tiff"
16,6,2,5,10,142,0.814,1,1,1.358,"LTO35Ni900-50-C0010.tiff"
17,15,7,9,22,212,0.496,7,0,0.899,"LTO35Ni900-50-C0010.tiff"
18,8,3,6,13,230,0.913,2,1,2.935,"LTO35Ni900-50-C0010.tiff"
19,17,8,10,24,225,0.481,8,0,1.3,"LTO35Ni900-50-C0010.tiff"
20,6,2,5,9,129,0.737,1,1,1.238,"LTO35Ni900-50-C0010.tiff"
21,7,3,5,5,91,0.452,3,0,0.815,"LTO35Ni900-50-C0010.tiff"
22,3,1,3,3,76,0.799,1,0,1.948,"LTO35Ni900-50-C0010.tiff"
1,23,9,15,35,439,0.667,6,2,2.66,"LTO35Ni900-50-C0012.tiff"
2,15,7,9,22,191,0.468,7,0,1.598,"LTO35Ni900-50-C0012.tiff"
3,3,1,3,4,134,1.409,1,0,3.167,"LTO35Ni900-50-C0012.tiff"
4,96,47,50,144,2402,0.872,46,1,2.993,"LTO35Ni900-50-C0012.tiff"
5,33,15,19,52,753,0.76,14,0,2.7,"LTO35Ni900-50-C0012.tiff"
6,9,4,6,11,198,0.756,4,0,1.548,"LTO35Ni900-50-C0012.tiff"
7,5,2,4,5,118,0.75,2,0,1.265,"LTO35Ni900-50-C0012.tiff"
8,5,2,4,4,105,0.674,2,0,1.243,"LTO35Ni900-50-C0012.tiff"
9,10,4,7,15,185,0.645,3,1,1.151,"LTO35Ni900-50-C0012.tiff"
10,5,2,4,8,122,0.774,2,0,1.966,"LTO35Ni900-50-C0012.tiff"
11,13,6,8,20,222,0.614,6,0,1.247,"LTO35Ni900-50-C0012.tiff"
12,78,38,41,123,1724,0.743,37,1,2.661,"LTO35Ni900-50-C0012.tiff"
13,5,2,4,7,133,0.868,2,0,1.625,"LTO35Ni900-50-C0012.tiff"
14,5,2,4,2,70,0.454,2,0,0.841,"LTO35Ni900-50-C0012.tiff"
15,12,5,8,19,144,0.436,4,1,1.192,"LTO35Ni900-50-C0012.tiff"
16,69,32,38,96,1459,0.723,29,2,2.479,"LTO35Ni900-50-C0012.tiff"
17,3,1,3,1,129,1.397,1,0,2.012,"LTO35Ni900-50-C0012.tiff"
18,12,5,8,17,141,0.439,4,1,1.151,"LTO35Ni900-50-C0012.tiff"
19,5,2,4,8,78,0.539,2,0,1.033,"LTO35Ni900-50-C0012.tiff"
20,15,7,9,23,238,0.546,7,0,1.535,"LTO35Ni900-50-C0012.tiff"
21,19,9,11,28,299,0.557,9,0,1.813,"LTO35Ni900-50-C0012.tiff"
22,9,4,6,15,249,0.937,4,0,1.407,"LTO35Ni900-50-C0012.tiff"
23,7,3,5,9,104,0.524,3,0,1.895,"LTO35Ni900-50-C0012.tiff"
1,8,3,6,10,175,0.721,2,1,1.515,"WH33A0008.tiff"
2,7,3,5,11,106,0.512,3,0,0.926,"WH33A0008.tiff"
3,9,4,6,11,190,0.703,4,0,1.463,"WH33A0008.tiff"
4,11,5,7,13,213,0.669,5,0,1.354,"WH33A0008.tiff"
5,6,2,5,8,129,0.718,1,1,1.57,"WH33A0008.tiff"
6,195,96,100,298,5154,0.928,94,2,4.01,"WH33A0008.tiff"
7,29,14,16,46,612,0.734,14,0,2.636,"WH33A0008.tiff"
8,9,4,6,15,217,0.824,4,0,1.636,"WH33A0008.tiff"
9,25,12,14,36,457,0.633,12,0,1.826,"WH33A0008.tiff"
10,24,11,14,34,307,0.468,10,1,2.639,"WH33A0008.tiff"
11,15,7,9,26,130,0.334,7,0,1.013,"WH33A0008.tiff"
12,17,8,10,26,217,0.458,8,0,1.843,"WH33A0008.tiff"
13,12,5,8,22,284,0.788,4,1,1.374,"WH33A0008.tiff"
14,12,5,8,22,109,0.356,4,1,0.928,"WH33A0008.tiff"
15,5,2,4,7,73,0.519,2,0,1.419,"WH33A0008.tiff"
16,39,19,21,56,713,0.624,19,0,2.363,"WH33A0008.tiff"
17,9,4,6,14,171,0.65,4,0,1.5,"WH33A0008.tiff"
18,25,12,14,30,394,0.56,12,0,1.231,"WH33A0008.tiff"
19,3,1,3,3,77,0.862,1,0,1.114,"WH33A0008.tiff"
1,43,21,22,54,785,0.636,20,1,2.298,"WH33A0010.tiff"
2,5,2,4,4,93,0.644,2,0,0.814,"WH33A0010.tiff"
3,1,0,2,0,92,2.928,0,0,2.928,"WH33A0010.tiff"
4,13,5,9,20,192,0.536,4,0,1.087,"WH33A0010.tiff"
5,25,12,14,37,566,0.794,12,0,2.293,"WH33A0010.tiff"
6,3,1,3,4,83,0.901,1,0,1.286,"WH33A0010.tiff"
7,9,4,6,9,145,0.533,4,0,1.409,"WH33A0010.tiff"
8,146,71,75,213,3973,0.948,67,4,4.467,"WH33A0010.tiff"
9,9,4,6,13,156,0.583,4,0,1.339,"WH33A0010.tiff"
10,16,7,10,24,235,0.523,6,1,1.337,"WH33A0010.tiff"
