X	Y	Dlc	r²	Standard-Error	y-intercept	Local-Fractal-Dimension	r²	Standard-Error	y-intercept
935.0	251.0	1.0547	0.9629	0.2016	7.4198	1.0547	0.9629	0.2016	7.4198	
935.0	368.0	1.064	0.9834	0.1348	7.4907	1.064	0.9834	0.1348	7.4907	
935.0	410.0	1.2255	0.9945	0.089	8.6348	1.2255	0.9945	0.089	8.6348	
935.0	418.0	1.2299	0.9959	0.0765	8.623	1.2299	0.9959	0.0765	8.623	
935.0	419.0	1.1612	0.9869	0.1302	8.2727	1.1612	0.9869	0.1302	8.2727	
935.0	420.0	1.165	0.9945	0.0843	8.2351	1.165	0.9945	0.0843	8.2351	
935.0	585.0	1.0612	0.9953	0.0712	7.5136	1.0612	0.9953	0.0712	7.5136	
935.0	790.0	1.0929	0.9351	0.2802	7.4602	1.0929	0.9351	0.2802	7.4602	
935.0	963.0	1.0154	0.9994	0.0245	7.0835	1.0154	0.9994	0.0245	7.0835	
936.0	152.0	1.1814	0.9916	0.1062	8.4162	1.1814	0.9916	0.1062	8.4162	
936.0	153.0	1.1827	0.9932	0.0955	8.4055	1.1827	0.9932	0.0955	8.4055	
936.0	178.0	1.2527	0.9954	0.083	8.8547	1.2527	0.9954	0.083	8.8547	
936.0	179.0	1.252	0.9931	0.102	8.884	1.252	0.9931	0.102	8.884	
936.0	230.0	1.2167	0.9944	0.0891	8.4927	1.2167	0.9944	0.0891	8.4927	
936.0	248.0	1.0613	0.9517	0.2329	7.5506	1.0613	0.9517	0.2329	7.5506	
936.0	251.0	1.0318	0.9601	0.2049	7.418	1.0318	0.9601	0.2049	7.418	
936.0	368.0	1.0519	0.995	0.0728	7.3553	1.0519	0.995	0.0728	7.3553	
936.0	409.0	1.2103	0.9965	0.0703	8.4856	1.2103	0.9965	0.0703	8.4856	
936.0	410.0	1.2409	0.9967	0.0697	8.6788	1.2409	0.9967	0.0697	8.6788	
936.0	420.0	1.1371	0.9889	0.1175	8.1186	1.1371	0.9889	0.1175	8.1186	
936.0	421.0	1.1306	0.9893	0.1143	8.0746	1.1306	0.9893	0.1143	8.0746	
936.0	585.0	1.0733	0.9963	0.064	7.5871	1.0733	0.9963	0.064	7.5871	
936.0	586.0	1.0733	0.9963	0.064	7.5871	1.0733	0.9963	0.064	7.5871	
936.0	790.0	1.1869	0.9684	0.2088	8.147	1.1869	0.9684	0.2088	8.147	
936.0	963.0	1.0078	0.9996	0.0189	7.0379	1.0078	0.9996	0.0189	7.0379	
937.0	150.0	1.1912	0.9975	0.0585	8.3862	1.1912	0.9975	0.0585	8.3862	
937.0	151.0	1.1585	0.9889	0.1197	8.269	1.1585	0.9889	0.1197	8.269	
937.0	152.0	1.1909	0.9966	0.0674	8.3962	1.1909	0.9966	0.0674	8.3962	
937.0	179.0	1.2677	0.999	0.0399	8.8782	1.2677	0.999	0.0399	8.8782	
937.0	180.0	1.2315	0.9929	0.1012	8.7464	1.2315	0.9929	0.1012	8.7464	
937.0	181.0	1.2569	0.9948	0.0883	8.8299	1.2569	0.9948	0.0883	8.8299	
937.0	230.0	1.1729	0.9962	0.0704	8.2285	1.1729	0.9962	0.0704	8.2285	
937.0	231.0	1.1729	0.9962	0.0704	8.2285	1.1729	0.9962	0.0704	8.2285	
937.0	248.0	1.0528	0.9544	0.224	7.5816	1.0528	0.9544	0.224	7.5816	
937.0	250.0	1.0096	0.9227	0.2845	7.4229	1.0096	0.9227	0.2845	7.4229	
937.0	251.0	1.0667	0.9583	0.2167	7.6197	1.0667	0.9583	0.2167	7.6197	
937.0	368.0	1.0478	0.9986	0.0376	7.3047	1.0478	0.9986	0.0376	7.3047	
937.0	409.0	1.1808	0.9902	0.1146	8.3342	1.1808	0.9902	0.1146	8.3342	
937.0	421.0	1.1585	0.9953	0.0776	8.1911	1.1585	0.9953	0.0776	8.1911	
937.0	422.0	1.1318	0.9899	0.1111	8.0796	1.1318	0.9899	0.1111	8.0796	
937.0	423.0	1.1597	0.996	0.0719	8.1961	1.1597	0.996	0.0719	8.1961	
937.0	586.0	1.0733	0.9944	0.0787	7.6078	1.0733	0.9944	0.0787	7.6078	
937.0	790.0	1.2247	0.9875	0.1339	8.5143	1.2247	0.9875	0.1339	8.5143	
937.0	963.0	1	1	0	6.9921	1	1	0	6.9921	
938.0	149.0	1.1481	0.9916	0.1026	8.1543	1.1481	0.9916	0.1026	8.1543	
938.0	150.0	1.1496	0.9912	0.1052	8.1885	1.1496	0.9912	0.1052	8.1885	
938.0	181.0	1.1991	0.9914	0.1085	8.5423	1.1991	0.9914	0.1085	8.5423	
938.0	182.0	1.1919	0.9923	0.102	8.4716	1.1919	0.9923	0.102	8.4716	
938.0	231.0	1.1118	0.9891	0.1136	7.9146	1.1118	0.9891	0.1136	7.9146	
938.0	248.0	1.085	0.9683	0.1912	7.7738	1.085	0.9683	0.1912	7.7738	
938.0	249.0	1.0236	0.9364	0.2597	7.5325	1.0236	0.9364	0.2597	7.5325	
938.0	250.0	1.0743	0.9545	0.2282	7.7443	1.0743	0.9545	0.2282	7.7443	
938.0	368.0	1.054	0.9984	0.0405	7.3293	1.054	0.9984	0.0405	7.3293	
938.0	408.0	1.1643	0.9981	0.0493	8.1797	1.1643	0.9981	0.0493	8.1797	
938.0	409.0	1.1872	0.9976	0.057	8.3186	1.1872	0.9976	0.057	8.3186	
938.0	423.0	1.1597	0.996	0.0719	8.1961	1.1597	0.996	0.0719	8.1961	
938.0	424.0	1.137	0.9904	0.1088	8.0922	1.137	0.9904	0.1088	8.0922	
938.0	425.0	1.16	0.996	0.0717	8.1962	1.16	0.996	0.0717	8.1962	
938.0	444.0	1.1206	0.947	0.2581	7.5196	1.1611	0.944	0.2753	7.759	
938.0	586.0	1.0835	0.9954	0.0717	7.6727	1.0835	0.9954	0.0717	7.6727	
938.0	789.0	1.2543	0.9879	0.1352	8.7696	1.2543	0.9879	0.1352	8.7696	
938.0	790.0	1.2455	0.9864	0.1423	8.7176	1.2455	0.9864	0.1423	8.7176	
938.0	963.0	1	1	0	6.9921	1	1	0	6.9921	
939.0	146.0	1.1479	0.9982	0.0473	8.0874	1.1479	0.9982	0.0473	8.0874	
939.0	147.0	1.1493	0.9974	0.0572	8.1041	1.1493	0.9974	0.0572	8.1041	
939.0	148.0	1.1554	0.9961	0.0702	8.1565	1.1554	0.9961	0.0702	8.1565	
939.0	149.0	1.1712	0.9983	0.0474	8.2427	1.1712	0.9983	0.0474	8.2427	
939.0	182.0	1.1501	0.9855	0.136	8.2382	1.1501	0.9855	0.136	8.2382	
939.0	183.0	1.1292	0.9849	0.1359	8.0967	1.1292	0.9849	0.1359	8.0967	
939.0	231.0	1.1178	0.9939	0.085	7.9226	1.1178	0.9939	0.085	7.9226	
939.0	232.0	1.1178	0.9939	0.085	7.9226	1.1178	0.9939	0.085	7.9226	
939.0	248.0	1.1095	0.9819	0.1468	7.9105	1.127	0.987	0.1259	8.013	
939.0	368.0	1.0554	0.9969	0.0571	7.3335	1.0554	0.9969	0.0571	7.3335	
939.0	408.0	1.1348	0.9975	0.0552	8.0011	1.1348	0.9975	0.0552	8.0011	
939.0	425.0	1.16	0.996	0.0717	8.1962	1.16	0.996	0.0717	8.1962	
939.0	426.0	1.1278	0.9897	0.1122	8.0527	1.1278	0.9897	0.1122	8.0527	
939.0	427.0	1.1557	0.9959	0.0721	8.1693	1.1557	0.9959	0.0721	8.1693	
939.0	444.0	1.1041	0.9763	0.1675	7.6255	1.1705	0.9765	0.1767	8.0187	
939.0	586.0	1.1021	0.9962	0.0664	7.7731	1.1021	0.9962	0.0664	7.7731	
939.0	587.0	1.1021	0.9962	0.0664	7.7731	1.1021	0.9962	0.0664	7.7731	
939.0	789.0	1.2333	0.9838	0.154	8.7406	1.2333	0.9838	0.154	8.7406	
939.0	935.0	0.9287	0.9974	0.0458	6.5344	0.9287	0.9974	0.0458	6.5344	
939.0	936.0	0.9435	0.9842	0.1164	6.7703	0.9435	0.9842	0.1164	6.7703	
939.0	963.0	1	1	0	6.9921	1	1	0	6.9921	
940.0	144.0	1.1281	0.9946	0.0809	7.9847	1.1281	0.9946	0.0809	7.9847	
940.0	145.0	1.1112	0.9896	0.1107	7.915	1.1112	0.9896	0.1107	7.915	
940.0	146.0	1.1479	0.9982	0.0473	8.0874	1.1479	0.9982	0.0473	8.0874	
940.0	183.0	1.0948	0.9779	0.1602	7.8869	1.0948	0.9779	0.1602	7.8869	
940.0	184.0	1.0639	0.9724	0.1744	7.685	1.0639	0.9724	0.1744	7.685	
940.0	232.0	1.0966	0.9875	0.1201	7.8356	1.0966	0.9875	0.1201	7.8356	
940.0	248.0	1.166	0.9893	0.1179	8.1472	1.2213	0.9943	0.0898	8.4734	
940.0	368.0	1.054	0.9984	0.0405	7.3293	1.054	0.9984	0.0405	7.3293	
940.0	408.0	1.048	0.9853	0.1248	7.4818	1.0862	0.9933	0.0871	7.7073	
940.0	427.0	1.1278	0.9897	0.1122	8.0527	1.1278	0.9897	0.1122	8.0527	
940.0	428.0	1.1272	0.9893	0.1139	8.0505	1.1272	0.9893	0.1139	8.0505	
940.0	444.0	1.2245	0.9884	0.1294	8.4374	1.2245	0.9884	0.1294	8.4374	
940.0	448.0	1.1176	0.9826	0.1447	7.8337	1.1176	0.9826	0.1447	7.8337	
940.0	449.0	1.1159	0.9805	0.1533	7.6987	1.1159	0.9805	0.1533	7.6987	
940.0	587.0	1.1032	0.9963	0.0652	7.799	1.1032	0.9963	0.0652	7.799	
940.0	609.0	1.1997	0.9692	0.2081	8.2158	1.1997	0.9692	0.2081	8.2158	
940.0	789.0	1.1998	0.9861	0.1389	8.5775	1.1998	0.9861	0.1389	8.5775	
940.0	936.0	0.9156	0.9632	0.1743	6.6538	0.9156	0.9632	0.1743	6.6538	
940.0	937.0	0.9569	0.9565	0.1987	6.9851	0.9569	0.9565	0.1987	6.9851	
940.0	963.0	1	1	0	6.9921	1	1	0	6.9921	
940.0	1014.0	1.2185	0.9663	0.2214	8.2364	1.2185	0.9663	0.2214	8.2364	
940.0	1018.0	1.1152	0.9924	0.0948	7.8314	1.1152	0.9924	0.0948	7.8314	
940.0	1019.0	1.1447	0.9847	0.1389	7.8728	1.1447	0.9847	0.1389	7.8728	
941.0	26.0	1.0522	0.9865	0.1197	7.2907	1.0522	0.9865	0.1197	7.2907	
941.0	27.0	1.0902	0.9843	0.1341	7.5244	1.0902	0.9843	0.1341	7.5244	
941.0	142.0	1.104	0.9906	0.1049	7.8463	1.104	0.9906	0.1049	7.8463	
941.0	143.0	1.0962	0.987	0.1225	7.8343	1.0962	0.987	0.1225	7.8343	
941.0	144.0	1.1281	0.9946	0.0809	7.9847	1.1281	0.9946	0.0809	7.9847	
941.0	184.0	1.0403	0.975	0.1621	7.5152	1.0403	0.975	0.1621	7.5152	
941.0	185.0	1.0019	0.9687	0.1754	7.2606	1.0083	0.9695	0.1742	7.2979	
941.0	232.0	1.1153	0.9925	0.0944	7.9133	1.1153	0.9925	0.0944	7.9133	
941.0	233.0	1.1153	0.9925	0.0944	7.9133	1.1153	0.9925	0.0944	7.9133	
941.0	248.0	1.2874	0.9821	0.1692	8.7881	1.2874	0.9821	0.1692	8.7881	
941.0	264.0	1.1179	0.9576	0.229	7.6301	1.1179	0.9576	0.229	7.6301	
941.0	368.0	1.0478	0.9986	0.0376	7.3047	1.0478	0.9986	0.0376	7.3047	
941.0	407.0	1.0138	0.9816	0.1353	7.2656	1.0211	0.9839	0.1271	7.309	
941.0	408.0	1.0138	0.9816	0.1353	7.2656	1.0281	0.9855	0.1213	7.3501	
941.0	428.0	1.1551	0.9955	0.0754	8.167	1.1551	0.9955	0.0754	8.167	
941.0	429.0	1.1256	0.9885	0.1179	8.0445	1.1256	0.9885	0.1179	8.0445	
941.0	430.0	1.1501	0.9928	0.0955	8.1476	1.1501	0.9928	0.0955	8.1476	
941.0	444.0	1.2588	0.9937	0.0974	8.7208	1.2588	0.9937	0.0974	8.7208	
941.0	447.0	1.1564	0.9796	0.1626	8.2172	1.1564	0.9796	0.1626	8.2172	
941.0	448.0	1.1125	0.9779	0.1628	7.9169	1.1125	0.9779	0.1628	7.9169	
941.0	587.0	1.1042	0.9956	0.0717	7.8152	1.1042	0.9956	0.0717	7.8152	
941.0	609.0	1.1039	0.9763	0.1675	7.8949	1.1039	0.9763	0.1675	7.8949	
941.0	611.0	1.0303	0.9659	0.1884	7.4242	1.0303	0.9659	0.1884	7.4242	
941.0	612.0	1.0053	0.9849	0.121	7.1809	1.0053	0.9849	0.121	7.1809	
941.0	613.0	0.9956	0.9944	0.0728	6.9576	0.9956	0.9944	0.0728	6.9576	
941.0	614.0	1.0013	0.9646	0.1866	6.7554	1.0013	0.9646	0.1866	6.7554	
941.0	787.0	1.2427	0.9933	0.0993	8.7636	1.2427	0.9933	0.0993	8.7636	
941.0	788.0	1.2112	0.9925	0.1024	8.6008	1.2112	0.9925	0.1024	8.6008	
941.0	789.0	1.2287	0.9959	0.0769	8.6501	1.2287	0.9959	0.0769	8.6501	
941.0	790.0	1.2141	0.9956	0.0782	8.556	1.2141	0.9956	0.0782	8.556	
941.0	791.0	1.2015	0.9966	0.0686	8.4694	1.2015	0.9966	0.0686	8.4694	
941.0	792.0	1.204	0.9946	0.0867	8.4338	1.204	0.9946	0.0867	8.4338	
941.0	937.0	0.9848	0.9702	0.168	7.1016	0.9848	0.9702	0.168	7.1016	
941.0	938.0	1.0045	0.9585	0.2034	7.3164	1.0045	0.9585	0.2034	7.3164	
941.0	939.0	1.0811	0.9797	0.1515	7.7294	1.0811	0.9797	0.1515	7.7294	
941.0	963.0	1	1	0	6.9921	1	1	0	6.9921	
941.0	1014.0	1.212	0.9947	0.0864	8.4092	1.212	0.9947	0.0864	8.4092	
941.0	1017.0	1.1452	0.9858	0.1338	8.1792	1.1452	0.9858	0.1338	8.1792	
941.0	1018.0	1.1507	0.9874	0.1264	8.1511	1.1507	0.9874	0.1264	8.1511	
942.0	26.0	1.0254	0.9736	0.1643	7.3417	1.0254	0.9736	0.1643	7.3417	
942.0	140.0	1.0446	0.9768	0.1566	7.4876	1.0446	0.9768	0.1566	7.4876	
942.0	141.0	1.0547	0.9773	0.1563	7.5884	1.0547	0.9773	0.1563	7.5884	
942.0	142.0	1.104	0.9906	0.1049	7.8463	1.104	0.9906	0.1049	7.8463	
942.0	185.0	1.0121	0.988	0.1084	7.2335	1.0191	0.9891	0.1043	7.2747	
942.0	186.0	0.9738	0.9889	0.1003	6.9544	0.9958	0.99	0.0976	7.0844	
942.0	233.0	1.0898	0.9857	0.1276	7.7985	1.0954	0.9866	0.1243	7.8312	
942.0	248.0	1.3276	0.9626	0.2548	8.9965	1.3276	0.9626	0.2548	8.9965	
942.0	263.0	1.1525	0.9832	0.1465	8.0409	1.1525	0.9832	0.1465	8.0409	
942.0	264.0	1.1293	0.9826	0.1461	7.8917	1.1293	0.9826	0.1461	7.8917	
942.0	368.0	1.0319	0.997	0.055	7.2378	1.0319	0.997	0.055	7.2378	
942.0	407.0	0.942	0.9622	0.1818	6.8607	0.942	0.9622	0.1818	6.8607	
942.0	430.0	1.1501	0.9928	0.0955	8.1476	1.1501	0.9928	0.0955	8.1476	
942.0	431.0	1.1256	0.9885	0.1179	8.0445	1.1256	0.9885	0.1179	8.0445	
942.0	432.0	1.1551	0.9955	0.0754	8.167	1.1551	0.9955	0.0754	8.167	
942.0	444.0	1.262	0.997	0.0673	8.8241	1.262	0.997	0.0673	8.8241	
942.0	447.0	1.1609	0.9794	0.164	8.3089	1.1609	0.9794	0.164	8.3089	
942.0	587.0	1.1132	0.9965	0.0641	7.8747	1.1188	0.9971	0.0592	7.9074	
942.0	588.0	1.1132	0.9965	0.0641	7.8747	1.1293	0.9972	0.058	7.9691	
942.0	609.0	1.0711	0.9604	0.2117	7.7744	1.0711	0.9604	0.2117	7.7744	
942.0	610.0	1.0215	0.9484	0.232	7.4876	1.0215	0.9484	0.232	7.4876	
942.0	611.0	1.0303	0.9659	0.1884	7.4242	1.0303	0.9659	0.1884	7.4242	
942.0	785.0	1.2489	0.9985	0.0465	8.7525	1.2489	0.9985	0.0465	8.7525	
942.0	786.0	1.2172	0.9953	0.0817	8.6229	1.2172	0.9953	0.0817	8.6229	
942.0	787.0	1.2343	0.9984	0.0486	8.6708	1.2343	0.9984	0.0486	8.6708	
942.0	792.0	1.1879	0.9975	0.0581	8.3085	1.1879	0.9975	0.0581	8.3085	
942.0	793.0	1.1687	0.9929	0.0962	8.1677	1.1687	0.9929	0.0962	8.1677	
942.0	794.0	1.1747	0.9935	0.0923	8.1208	1.1747	0.9935	0.0923	8.1208	
942.0	795.0	1.1447	0.9931	0.093	7.896	1.1447	0.9931	0.093	7.896	
942.0	796.0	1.087	0.9923	0.093	7.5208	1.087	0.9923	0.093	7.5208	
942.0	797.0	1.0089	0.9857	0.1183	7.0254	1.0089	0.9857	0.1183	7.0254	
942.0	798.0	0.8577	0.9919	0.0754	6.0889	0.9052	0.9807	0.1237	6.3682	
942.0	799.0	0.8078	0.9908	0.0756	5.714	0.8078	0.9908	0.0756	5.714	
942.0	800.0	0.8014	0.9881	0.0856	5.4922	0.8014	0.9881	0.0856	5.4922	
942.0	939.0	1.0532	0.9719	0.1742	7.6128	1.0532	0.9719	0.1742	7.6128	
942.0	940.0	1.0924	0.9805	0.1501	7.8494	1.0924	0.9805	0.1501	7.8494	
942.0	963.0	1	1	0	6.9921	1	1	0	6.9921	
942.0	1014.0	1.2247	0.9943	0.0903	8.6141	1.2247	0.9943	0.0903	8.6141	
942.0	1016.0	1.1805	0.9706	0.1998	8.4921	1.1805	0.9706	0.1998	8.4921	
942.0	1017.0	1.1943	0.9842	0.1474	8.5302	1.1943	0.9842	0.1474	8.5302	
943.0	26.0	1.0903	0.9897	0.108	7.7416	1.0903	0.9897	0.108	7.7416	
943.0	27.0	1.1012	0.9857	0.1291	7.8713	1.1012	0.9857	0.1291	7.8713	
943.0	136.0	0.9119	0.9968	0.0502	6.4284	0.9119	0.9968	0.0502	6.4284	
943.0	138.0	0.9635	0.9682	0.1701	6.9595	0.9635	0.9682	0.1701	6.9595	
943.0	139.0	0.9861	0.9638	0.186	7.161	0.9861	0.9638	0.186	7.161	
943.0	140.0	1.0446	0.9768	0.1566	7.4876	1.0446	0.9768	0.1566	7.4876	
943.0	187.0	1.0079	0.985	0.1209	6.883	1.0647	0.9793	0.1505	7.2214	
943.0	233.0	1.1356	0.9927	0.0947	8.0322	1.1356	0.9927	0.0947	8.0322	
943.0	234.0	1.1457	0.9935	0.0904	8.0922	1.1457	0.9935	0.0904	8.0922	
943.0	248.0	1.353	0.9584	0.2744	9.1608	1.353	0.9584	0.2744	9.1608	
943.0	263.0	1.1526	0.9841	0.1427	8.1926	1.1526	0.9841	0.1427	8.1926	
943.0	368.0	0.9885	0.9915	0.0889	7.0442	0.9885	0.9915	0.0889	7.0442	
943.0	406.0	0.9153	0.9708	0.1545	6.6171	0.9153	0.9708	0.1545	6.6171	
943.0	407.0	0.9153	0.9708	0.1545	6.6171	0.9153	0.9708	0.1545	6.6171	
943.0	432.0	1.1272	0.9893	0.1139	8.0505	1.1272	0.9893	0.1139	8.0505	
943.0	433.0	1.1278	0.9897	0.1122	8.0527	1.1278	0.9897	0.1122	8.0527	
943.0	444.0	1.2919	0.9936	0.1011	9.0241	1.2919	0.9936	0.1011	9.0241	
943.0	445.0	1.2262	0.9873	0.1354	8.7478	1.2262	0.9873	0.1354	8.7478	
943.0	446.0	1.2235	0.9776	0.1804	8.6981	1.2235	0.9776	0.1804	8.6981	
943.0	447.0	1.264	0.9772	0.188	8.7703	1.264	0.9772	0.188	8.7703	
943.0	588.0	1.1242	0.9876	0.1226	7.9925	1.1242	0.9876	0.1226	7.9925	
943.0	607.0	1.1533	0.9833	0.1464	8.2073	1.1533	0.9833	0.1464	8.2073	
943.0	608.0	1.1057	0.9744	0.1745	7.9711	1.1057	0.9744	0.1745	7.9711	
943.0	609.0	1.1041	0.9726	0.1803	7.9049	1.1041	0.9726	0.1803	7.9049	
943.0	784.0	1.2017	0.9936	0.0936	8.5138	1.2017	0.9936	0.0936	8.5138	
943.0	785.0	1.2029	0.9947	0.0854	8.5209	1.2029	0.9947	0.0854	8.5209	
943.0	940.0	1.1203	0.9871	0.1244	7.9659	1.1203	0.9871	0.1244	7.9659	
943.0	941.0	1.1174	0.9845	0.1363	8.0023	1.1174	0.9845	0.1363	8.0023	
943.0	942.0	1.1621	0.993	0.095	8.2263	1.1621	0.993	0.095	8.2263	
943.0	963.0	1	1	0	6.9921	1.0078	0.9996	0.0189	7.0379	
943.0	1014.0	1.2629	0.9873	0.1395	8.9	1.2629	0.9873	0.1395	8.9	
943.0	1015.0	1.2066	0.9701	0.2063	8.7083	1.2066	0.9701	0.2063	8.7083	
943.0	1016.0	1.2254	0.9695	0.2115	8.8	1.2254	0.9695	0.2115	8.8	
944.0	27.0	1.1578	0.9909	0.1078	8.2376	1.1578	0.9909	0.1078	8.2376	
944.0	28.0	1.2123	0.996	0.0752	8.5384	1.2123	0.996	0.0752	8.5384	
944.0	35.0	1.1055	0.9844	0.1355	7.6214	1.1106	0.9823	0.1451	7.6516	
944.0	136.0	0.9119	0.9968	0.0502	6.4284	0.9119	0.9968	0.0502	6.4284	
944.0	137.0	0.8948	0.9582	0.1819	6.5209	0.8948	0.9582	0.1819	6.5209	
944.0	138.0	0.9635	0.9682	0.1701	6.9595	0.9635	0.9682	0.1701	6.9595	
944.0	234.0	1.1491	0.9856	0.1352	8.1459	1.1491	0.9856	0.1352	8.1459	
944.0	248.0	1.3618	0.9775	0.2011	9.2733	1.3618	0.9775	0.2011	9.2733	
944.0	262.0	1.196	0.9745	0.1882	8.5047	1.196	0.9745	0.1882	8.5047	
944.0	263.0	1.1852	0.977	0.1771	8.4096	1.1852	0.977	0.1771	8.4096	
944.0	367.0	0.9959	0.992	0.0869	7.0875	0.9959	0.992	0.0869	7.0875	
944.0	368.0	0.9959	0.992	0.0869	7.0875	0.9959	0.992	0.0869	7.0875	
944.0	406.0	0.8763	0.9791	0.1246	6.2974	0.8763	0.9791	0.1246	6.2974	
944.0	433.0	1.1557	0.9959	0.0721	8.1693	1.1557	0.9959	0.0721	8.1693	
944.0	434.0	1.1375	0.9905	0.1085	8.11	1.1375	0.9905	0.1085	8.11	
944.0	435.0	1.1918	0.9963	0.0709	8.3844	1.1918	0.9963	0.0709	8.3844	
944.0	444.0	1.3064	0.9937	0.1015	9.1435	1.3064	0.9937	0.1015	9.1435	
944.0	588.0	1.158	0.994	0.0873	8.1709	1.158	0.994	0.0873	8.1709	
944.0	589.0	1.1764	0.9944	0.0861	8.2822	1.1764	0.9944	0.0861	8.2822	
944.0	606.0	1.1458	0.9881	0.1223	8.1858	1.1458	0.9881	0.1223	8.1858	
944.0	607.0	1.1308	0.9848	0.1367	8.0963	1.1308	0.9848	0.1367	8.0963	
944.0	782.0	1.1954	0.9965	0.0685	8.4215	1.1954	0.9965	0.0685	8.4215	
944.0	783.0	1.1747	0.9907	0.1108	8.3598	1.1747	0.9907	0.1108	8.3598	
944.0	784.0	1.2136	0.9977	0.0563	8.5315	1.2136	0.9977	0.0563	8.5315	
944.0	942.0	1.1621	0.993	0.095	8.2263	1.1621	0.993	0.095	8.2263	
944.0	943.0	1.1446	0.99	0.1122	8.1702	1.1446	0.99	0.1122	8.1702	
944.0	944.0	1.1723	0.9966	0.0669	8.2759	1.1723	0.9966	0.0669	8.2759	
944.0	963.0	1	1	0	6.9921	1.0288	0.9952	0.0699	7.1615	
944.0	1015.0	1.2429	0.9667	0.2244	8.9481	1.2429	0.9667	0.2244	8.9481	
945.0	28.0	1.2274	0.9938	0.0941	8.6961	1.2274	0.9938	0.0941	8.6961	
945.0	33.0	1.2257	0.9962	0.0736	8.5802	1.2257	0.9962	0.0736	8.5802	
945.0	34.0	1.143	0.9806	0.1566	8.0752	1.143	0.9806	0.1566	8.0752	
945.0	35.0	1.1444	0.9859	0.1331	7.869	1.1495	0.9847	0.1396	7.8993	
945.0	234.0	1.2016	0.9908	0.1124	8.4199	1.2016	0.9908	0.1124	8.4199	
945.0	235.0	1.2179	0.9896	0.1218	8.5193	1.2179	0.9896	0.1218	8.5193	
945.0	248.0	1.3253	0.9915	0.1198	9.1769	1.3253	0.9915	0.1198	9.1769	
945.0	262.0	1.163	0.9691	0.2021	8.3742	1.163	0.9691	0.2021	8.3742	
945.0	367.0	1.003	0.9926	0.0845	7.1304	1.003	0.9926	0.0845	7.1304	
945.0	406.0	0.9086	0.9891	0.093	6.2446	0.9086	0.9891	0.093	6.2446	
945.0	435.0	1.1959	0.9958	0.0756	8.4084	1.1959	0.9958	0.0756	8.4084	
945.0	436.0	1.2282	0.9872	0.1364	8.6345	1.2282	0.9872	0.1364	8.6345	
945.0	437.0	1.2882	0.9926	0.108	8.9663	1.2882	0.9926	0.108	8.9663	
945.0	444.0	1.319	0.9959	0.0828	9.2232	1.319	0.9959	0.0828	9.2232	
945.0	589.0	1.1574	0.9889	0.1193	8.2228	1.1574	0.9889	0.1193	8.2228	
945.0	604.0	1.1778	0.9968	0.0652	8.3073	1.1778	0.9968	0.0652	8.3073	
945.0	605.0	1.1477	0.9905	0.1096	8.1834	1.1477	0.9905	0.1096	8.1834	
945.0	606.0	1.1708	0.9953	0.0787	8.2711	1.1708	0.9953	0.0787	8.2711	
945.0	781.0	1.1492	0.9901	0.1118	8.1967	1.1492	0.9901	0.1118	8.1967	
945.0	782.0	1.1631	0.9916	0.1042	8.2795	1.1631	0.9916	0.1042	8.2795	
945.0	944.0	1.1387	0.9874	0.1254	8.1438	1.1387	0.9874	0.1254	8.1438	
945.0	945.0	1.1415	0.9896	0.1141	8.1474	1.1415	0.9896	0.1141	8.1474	
945.0	963.0	1.0352	0.9929	0.0853	7.1988	1.0828	0.9779	0.1585	7.4806	
945.0	1014.0	1.3114	0.9787	0.1882	9.2681	1.3114	0.9787	0.1882	9.2681	
945.0	1015.0	1.3074	0.9734	0.2105	9.2637	1.3074	0.9734	0.2105	9.2637	
946.0	28.0	1.2844	0.9964	0.0748	8.9922	1.2844	0.9964	0.0748	8.9922	
946.0	29.0	1.2878	0.9891	0.1318	9.0742	1.2878	0.9891	0.1318	9.0742	
946.0	32.0	1.2622	0.9928	0.1049	8.9225	1.2622	0.9928	0.1049	8.9225	
946.0	33.0	1.218	0.9922	0.1048	8.627	1.218	0.9922	0.1048	8.627	
946.0	235.0	1.2327	0.9842	0.1518	8.6433	1.2327	0.9842	0.1518	8.6433	
946.0	247.0	1.3053	0.9942	0.0968	9.113	1.3053	0.9942	0.0968	9.113	
946.0	248.0	1.2952	0.9957	0.0831	9.0728	1.2952	0.9957	0.0831	9.0728	
946.0	259.0	1.2171	0.9925	0.1033	8.5142	1.2171	0.9925	0.1033	8.5142	
946.0	260.0	1.2053	0.9904	0.1158	8.5287	1.2053	0.9904	0.1158	8.5287	
946.0	261.0	1.1702	0.9817	0.1556	8.3894	1.1702	0.9817	0.1556	8.3894	
946.0	262.0	1.1655	0.9803	0.1609	8.3545	1.1655	0.9803	0.1609	8.3545	
946.0	367.0	1.0456	0.9977	0.0491	7.3218	1.0456	0.9977	0.0491	7.3218	
946.0	437.0	1.302	0.9927	0.109	9.0519	1.302	0.9927	0.109	9.0519	
946.0	438.0	1.3004	0.9912	0.1191	9.1071	1.3004	0.9912	0.1191	9.1071	
946.0	439.0	1.3454	0.9962	0.0809	9.3416	1.3454	0.9962	0.0809	9.3416	
946.0	443.0	1.3426	0.9974	0.0661	9.3646	1.3426	0.9974	0.0661	9.3646	
946.0	444.0	1.3252	0.9966	0.0749	9.2218	1.3252	0.9966	0.0749	9.2218	
