X	Y	Dlc	r²	Standard-Error	y-intercept	Local-Fractal-Dimension	r²	Standard-Error	y-intercept
921.0	401.0	1.1619	0.9807	0.1588	8.0909	1.1619	0.9807	0.1588	8.0909	
921.0	402.0	1.229	0.9746	0.1931	8.5008	1.229	0.9746	0.1931	8.5008	
921.0	403.0	1.3212	0.9816	0.176	9.021	1.3212	0.9816	0.176	9.021	
921.0	404.0	1.3575	0.9809	0.1844	9.2738	1.3575	0.9809	0.1844	9.2738	
921.0	405.0	1.3362	0.9882	0.1422	9.2309	1.3362	0.9882	0.1422	9.2309	
921.0	406.0	1.268	0.9952	0.0854	8.9209	1.268	0.9952	0.0854	8.9209	
921.0	407.0	1.2252	0.9952	0.083	8.6802	1.2252	0.9952	0.083	8.6802	
921.0	408.0	1.2376	0.9989	0.0403	8.6658	1.2376	0.9989	0.0403	8.6658	
921.0	574.0	1.1076	0.9967	0.0616	7.8072	1.1076	0.9967	0.0616	7.8072	
921.0	575.0	1.1108	0.9966	0.0632	7.8378	1.1108	0.9966	0.0632	7.8378	
921.0	576.0	1.1455	0.9932	0.0919	8.0431	1.1455	0.9932	0.0919	8.0431	
921.0	577.0	1.1907	0.9916	0.1068	8.3029	1.1907	0.9916	0.1068	8.3029	
921.0	585.0	1.2357	0.9951	0.0842	8.7468	1.2357	0.9951	0.0842	8.7468	
921.0	824.0	1.159	0.9884	0.1224	8.2068	1.159	0.9884	0.1224	8.2068	
921.0	962.0	1.0154	0.9994	0.0245	7.0835	1.0154	0.9994	0.0245	7.0835	
922.0	52.0	1.0027	0.9709	0.169	7.2563	1.0027	0.9709	0.169	7.2563	
922.0	53.0	1.0342	0.9703	0.1762	7.469	1.0342	0.9703	0.1762	7.469	
922.0	153.0	1.1061	0.9881	0.1181	7.8955	1.1061	0.9881	0.1181	7.8955	
922.0	219.0	1.2075	0.9927	0.1006	8.5926	1.2075	0.9927	0.1006	8.5926	
922.0	220.0	1.2117	0.9934	0.0964	8.6172	1.2117	0.9934	0.0964	8.6172	
922.0	339.0	0.9599	0.9873	0.1058	6.8677	0.9599	0.9873	0.1058	6.8677	
922.0	340.0	0.932	0.9671	0.1673	6.7511	0.932	0.9671	0.1673	6.7511	
922.0	363.0	1.2117	0.9934	0.0964	8.6172	1.2117	0.9934	0.0964	8.6172	
922.0	364.0	1.2158	0.9938	0.0933	8.6412	1.2158	0.9938	0.0933	8.6412	
922.0	397.0	1.0391	0.9949	0.0724	7.3593	1.0391	0.9949	0.0724	7.3593	
922.0	398.0	1.0332	0.9938	0.0791	7.3354	1.0332	0.9938	0.0791	7.3354	
922.0	399.0	1.0741	0.9901	0.1048	7.537	1.0741	0.9901	0.1048	7.537	
922.0	400.0	1.0915	0.9886	0.1141	7.6796	1.0915	0.9886	0.1141	7.6796	
922.0	401.0	1.1577	0.982	0.1524	8.0662	1.1577	0.982	0.1524	8.0662	
922.0	408.0	1.2311	0.9988	0.0423	8.6483	1.2311	0.9988	0.0423	8.6483	
922.0	577.0	1.199	0.99	0.1175	8.3525	1.199	0.99	0.1175	8.3525	
922.0	578.0	1.2291	0.9931	0.0997	8.5607	1.2291	0.9931	0.0997	8.5607	
922.0	579.0	1.2628	0.9965	0.0725	8.7901	1.2628	0.9965	0.0725	8.7901	
922.0	580.0	1.2854	0.9982	0.0529	8.9533	1.2854	0.9982	0.0529	8.9533	
922.0	584.0	1.269	0.9923	0.1089	8.9472	1.269	0.9923	0.1089	8.9472	
922.0	585.0	1.2564	0.9978	0.0569	8.8186	1.2564	0.9978	0.0569	8.8186	
922.0	824.0	1.2227	0.9938	0.0941	8.5526	1.2227	0.9938	0.0941	8.5526	
922.0	825.0	1.2264	0.9931	0.0992	8.5746	1.2264	0.9931	0.0992	8.5746	
922.0	962.0	1.0225	0.9992	0.0275	7.1278	1.0225	0.9992	0.0275	7.1278	
923.0	51.0	1.0308	0.9967	0.0581	7.1937	1.0308	0.9967	0.0581	7.1937	
923.0	52.0	1.0303	0.9894	0.1037	7.296	1.0303	0.9894	0.1037	7.296	
923.0	153.0	1.1412	0.9947	0.0814	8.0675	1.1412	0.9947	0.0814	8.0675	
923.0	154.0	1.1412	0.9947	0.0814	8.0675	1.1412	0.9947	0.0814	8.0675	
923.0	220.0	1.2117	0.9934	0.0964	8.6172	1.2117	0.9934	0.0964	8.6172	
923.0	221.0	1.2345	0.9942	0.092	8.7512	1.2345	0.9942	0.092	8.7512	
923.0	339.0	0.9382	0.9976	0.0444	6.5897	0.9382	0.9976	0.0444	6.5897	
923.0	364.0	1.2158	0.9938	0.0933	8.6412	1.2158	0.9938	0.0933	8.6412	
923.0	365.0	1.2198	0.9942	0.0905	8.6651	1.2198	0.9942	0.0905	8.6651	
923.0	391.0	1.0352	0.9943	0.0762	7.3292	1.0352	0.9943	0.0762	7.3292	
923.0	392.0	1.0352	0.9943	0.0762	7.3292	1.0352	0.9943	0.0762	7.3292	
923.0	393.0	1.0755	0.9981	0.0452	7.5101	1.0755	0.9981	0.0452	7.5101	
923.0	394.0	1.0846	0.9957	0.0695	7.5489	1.0846	0.9957	0.0695	7.5489	
923.0	395.0	1.0751	0.9981	0.0461	7.5096	1.0751	0.9981	0.0461	7.5096	
923.0	396.0	1.0405	0.9939	0.0794	7.364	1.0405	0.9939	0.0794	7.364	
923.0	397.0	1.0391	0.9949	0.0724	7.3593	1.0391	0.9949	0.0724	7.3593	
923.0	408.0	1.2337	0.9968	0.0681	8.6813	1.2337	0.9968	0.0681	8.6813	
923.0	580.0	1.3019	0.9979	0.0583	9.0685	1.3019	0.9979	0.0583	9.0685	
923.0	581.0	1.2858	0.9959	0.0804	9.0702	1.2858	0.9959	0.0804	9.0702	
923.0	582.0	1.2991	0.9909	0.1213	9.1506	1.2991	0.9909	0.1213	9.1506	
923.0	584.0	1.2354	0.9929	0.1017	8.7779	1.2354	0.9929	0.1017	8.7779	
923.0	825.0	1.25	0.9896	0.1247	8.7613	1.25	0.9896	0.1247	8.7613	
923.0	962.0	1.0287	0.9991	0.0297	7.1686	1.0287	0.9991	0.0297	7.1686	
924.0	154.0	1.1452	0.9893	0.1161	8.1268	1.1452	0.9893	0.1161	8.1268	
924.0	221.0	1.238	0.9939	0.0942	8.7715	1.238	0.9939	0.0942	8.7715	
924.0	222.0	1.2601	0.995	0.0866	8.9043	1.2601	0.995	0.0866	8.9043	
924.0	229.0	1.3586	0.8966	0.4491	8.9607	1.3586	0.8966	0.4491	8.9607	
924.0	365.0	1.2198	0.9942	0.0905	8.6651	1.2198	0.9942	0.0905	8.6651	
924.0	366.0	1.2236	0.9945	0.0887	8.6885	1.2236	0.9945	0.0887	8.6885	
924.0	386.0	1.0405	0.9939	0.0794	7.364	1.0405	0.9939	0.0794	7.364	
924.0	387.0	1.0391	0.9949	0.0724	7.3593	1.0391	0.9949	0.0724	7.3593	
924.0	388.0	1.0692	0.9963	0.0635	7.4857	1.0692	0.9963	0.0635	7.4857	
924.0	389.0	1.0691	0.9959	0.0669	7.4844	1.0691	0.9959	0.0669	7.4844	
924.0	390.0	1.0329	0.9946	0.074	7.3208	1.0329	0.9946	0.074	7.3208	
924.0	391.0	1.0352	0.9943	0.0762	7.3292	1.0352	0.9943	0.0762	7.3292	
924.0	408.0	1.2615	0.9977	0.0596	8.8163	1.2615	0.9977	0.0596	8.8163	
924.0	409.0	1.2112	0.9932	0.0974	8.5491	1.2112	0.9932	0.0974	8.5491	
924.0	582.0	1.2591	0.9842	0.1551	8.9886	1.2591	0.9842	0.1551	8.9886	
924.0	583.0	1.2177	0.982	0.1605	8.754	1.2177	0.982	0.1605	8.754	
924.0	584.0	1.2522	0.9928	0.1037	8.8309	1.2522	0.9928	0.1037	8.8309	
924.0	825.0	1.3102	0.9975	0.0641	9.1022	1.3102	0.9975	0.0641	9.1022	
924.0	826.0	1.3269	0.9967	0.0747	9.2047	1.3269	0.9967	0.0747	9.2047	
924.0	962.0	1.0329	0.9989	0.0331	7.2019	1.0329	0.9989	0.0331	7.2019	
925.0	154.0	1.1883	0.996	0.0735	8.3507	1.1883	0.996	0.0735	8.3507	
925.0	155.0	1.2011	0.9952	0.0816	8.4265	1.2011	0.9952	0.0816	8.4265	
925.0	222.0	1.2634	0.9948	0.0893	8.9242	1.2634	0.9948	0.0893	8.9242	
925.0	223.0	1.2874	0.9959	0.0804	9.0724	1.2874	0.9959	0.0804	9.0724	
925.0	229.0	1.3417	0.9531	0.2899	9.094	1.3417	0.9531	0.2899	9.094	
925.0	366.0	1.2236	0.9945	0.0887	8.6885	1.2236	0.9945	0.0887	8.6885	
925.0	367.0	1.2268	0.9945	0.0884	8.7104	1.2268	0.9945	0.0884	8.7104	
925.0	381.0	1.0443	0.9947	0.074	7.3941	1.0443	0.9947	0.074	7.3941	
925.0	382.0	1.0443	0.9947	0.074	7.3941	1.0443	0.9947	0.074	7.3941	
925.0	383.0	1.082	0.9971	0.0565	7.5633	1.082	0.9971	0.0565	7.5633	
925.0	384.0	1.0822	0.9967	0.0603	7.563	1.0822	0.9967	0.0603	7.563	
925.0	385.0	1.0457	0.9953	0.0701	7.3984	1.0457	0.9953	0.0701	7.3984	
925.0	386.0	1.0405	0.9939	0.0794	7.364	1.0405	0.9939	0.0794	7.364	
925.0	409.0	1.2303	0.9918	0.1087	8.6698	1.2303	0.9918	0.1087	8.6698	
925.0	410.0	1.2365	0.9965	0.0713	8.6487	1.2365	0.9965	0.0713	8.6487	
925.0	583.0	1.2131	0.9842	0.1496	8.706	1.2131	0.9842	0.1496	8.706	
925.0	826.0	1.3409	0.9984	0.0525	9.349	1.3409	0.9984	0.0525	9.349	
925.0	962.0	1.0333	0.9983	0.0411	7.2186	1.0333	0.9983	0.0411	7.2186	
926.0	155.0	1.2015	0.9916	0.1076	8.4726	1.2015	0.9916	0.1076	8.4726	
926.0	223.0	1.2937	0.9955	0.0844	9.1107	1.2937	0.9955	0.0844	9.1107	
926.0	224.0	1.318	0.9966	0.0755	9.2669	1.318	0.9966	0.0755	9.2669	
926.0	229.0	1.3641	0.9724	0.2236	9.3432	1.3641	0.9724	0.2236	9.3432	
926.0	233.0	1.2819	0.9501	0.286	8.5985	1.2819	0.9501	0.286	8.5985	
926.0	367.0	1.2308	0.995	0.0851	8.7336	1.2308	0.995	0.0851	8.7336	
926.0	368.0	1.2331	0.9947	0.0876	8.7517	1.2331	0.9947	0.0876	8.7517	
926.0	377.0	1.0853	0.9906	0.1029	7.6347	1.0853	0.9906	0.1029	7.6347	
926.0	378.0	1.046	0.995	0.0725	7.4131	1.046	0.995	0.0725	7.4131	
926.0	379.0	1.0748	0.9919	0.0947	7.5426	1.0748	0.9919	0.0947	7.5426	
926.0	380.0	1.046	0.995	0.0725	7.4131	1.046	0.995	0.0725	7.4131	
926.0	381.0	1.0443	0.9947	0.074	7.3941	1.0443	0.9947	0.074	7.3941	
926.0	410.0	1.2408	0.9898	0.1226	8.7311	1.2408	0.9898	0.1226	8.7311	
926.0	583.0	1.2669	0.9978	0.0574	8.8844	1.2669	0.9978	0.0574	8.8844	
926.0	584.0	1.2456	0.9988	0.0428	8.7404	1.2456	0.9988	0.0428	8.7404	
926.0	826.0	1.3372	0.9951	0.0915	9.3785	1.3372	0.9951	0.0915	9.3785	
926.0	962.0	1.0245	0.9966	0.0581	7.1944	1.0245	0.9966	0.0581	7.1944	
927.0	155.0	1.2402	0.9978	0.0562	8.677	1.2402	0.9978	0.0562	8.677	
927.0	156.0	1.2619	0.9975	0.061	8.8144	1.2619	0.9975	0.061	8.8144	
927.0	224.0	1.3237	0.996	0.0818	9.3028	1.3237	0.996	0.0818	9.3028	
927.0	225.0	1.3481	0.9964	0.0791	9.4716	1.3481	0.9964	0.0791	9.4716	
927.0	229.0	1.3703	0.9765	0.207	9.4772	1.3703	0.9765	0.207	9.4772	
927.0	233.0	1.203	0.9901	0.117	8.3834	1.203	0.9901	0.117	8.3834	
927.0	368.0	1.237	0.9951	0.0846	8.7749	1.237	0.9951	0.0846	8.7749	
927.0	369.0	1.241	0.9946	0.0891	8.8067	1.241	0.9946	0.0891	8.8067	
927.0	372.0	1.2463	0.9962	0.0745	8.6798	1.2463	0.9962	0.0745	8.6798	
927.0	373.0	1.2336	0.9891	0.1258	8.5658	1.2336	0.9891	0.1258	8.5658	
927.0	374.0	1.245	0.9897	0.1235	8.556	1.245	0.9897	0.1235	8.556	
927.0	375.0	1.2134	0.9856	0.1426	8.3521	1.2134	0.9856	0.1426	8.3521	
927.0	376.0	1.1382	0.9853	0.1352	7.9512	1.1382	0.9853	0.1352	7.9512	
927.0	377.0	1.0853	0.9906	0.1029	7.6347	1.0853	0.9906	0.1029	7.6347	
927.0	410.0	1.2887	0.9972	0.0664	8.98	1.2887	0.9972	0.0664	8.98	
927.0	411.0	1.2887	0.9972	0.0664	8.98	1.2887	0.9972	0.0664	8.98	
927.0	584.0	1.2495	0.9949	0.0868	8.6908	1.2495	0.9949	0.0868	8.6908	
927.0	826.0	1.3047	0.9911	0.1202	9.2518	1.3047	0.9911	0.1202	9.2518	
927.0	827.0	1.296	0.9861	0.15	9.2656	1.296	0.9861	0.15	9.2656	
927.0	828.0	1.3585	0.9909	0.1267	9.531	1.3585	0.9909	0.1267	9.531	
927.0	962.0	0.9885	0.9915	0.0889	7.0442	0.9885	0.9915	0.0889	7.0442	
928.0	156.0	1.2508	0.995	0.0864	8.8032	1.2508	0.995	0.0864	8.8032	
928.0	225.0	1.3527	0.9954	0.0897	9.5029	1.3527	0.9954	0.0897	9.5029	
928.0	226.0	1.3616	0.9938	0.1049	9.5945	1.3616	0.9938	0.1049	9.5945	
928.0	229.0	1.3677	0.9721	0.2254	9.5413	1.3677	0.9721	0.2254	9.5413	
928.0	232.0	1.225	0.9909	0.1142	8.6978	1.225	0.9909	0.1142	8.6978	
928.0	233.0	1.2192	0.9893	0.1234	8.5132	1.2192	0.9893	0.1234	8.5132	
928.0	369.0	1.2446	0.9949	0.0868	8.8292	1.2446	0.9949	0.0868	8.8292	
928.0	370.0	1.2433	0.9929	0.1021	8.8377	1.2433	0.9929	0.1021	8.8377	
928.0	371.0	1.2629	0.9973	0.0644	8.874	1.2629	0.9973	0.0644	8.874	
928.0	372.0	1.2683	0.9949	0.0887	8.8296	1.2683	0.9949	0.0887	8.8296	
928.0	411.0	1.2849	0.9946	0.0921	9.0135	1.2849	0.9946	0.0921	9.0135	
928.0	584.0	1.264	0.9888	0.131	8.6708	1.264	0.9888	0.131	8.6708	
928.0	825.0	1.2782	0.9915	0.1153	9.0472	1.2782	0.9915	0.1153	9.0472	
928.0	826.0	1.2949	0.9874	0.1426	9.1999	1.2949	0.9874	0.1426	9.1999	
928.0	828.0	1.3129	0.9929	0.1083	9.2982	1.3129	0.9929	0.1083	9.2982	
928.0	829.0	1.3164	0.9961	0.0801	9.291	1.3164	0.9961	0.0801	9.291	
928.0	962.0	0.9885	0.9915	0.0889	7.0442	0.9885	0.9915	0.0889	7.0442	
928.0	963.0	0.9885	0.9915	0.0889	7.0442	0.9885	0.9915	0.0889	7.0442	
929.0	156.0	1.2866	0.9999	0.0137	8.9898	1.2866	0.9999	0.0137	8.9898	
929.0	157.0	1.3008	0.9979	0.0575	9.1176	1.3008	0.9979	0.0575	9.1176	
929.0	226.0	1.3654	0.9947	0.0972	9.615	1.3654	0.9947	0.0972	9.615	
929.0	227.0	1.355	0.9905	0.1293	9.6035	1.355	0.9905	0.1293	9.6035	
929.0	229.0	1.3221	0.986	0.1535	9.3934	1.3221	0.986	0.1535	9.3934	
929.0	231.0	1.2642	0.9844	0.1551	9.0191	1.2642	0.9844	0.1551	9.0191	
929.0	232.0	1.2534	0.9902	0.1216	8.8514	1.2534	0.9902	0.1216	8.8514	
929.0	369.0	1.2644	0.9986	0.0467	8.8657	1.2644	0.9986	0.0467	8.8657	
929.0	411.0	1.2936	0.9983	0.0525	9.0643	1.2936	0.9983	0.0525	9.0643	
929.0	412.0	1.3157	0.9978	0.0608	9.214	1.3157	0.9978	0.0608	9.214	
929.0	584.0	1.2317	0.9851	0.1473	8.4377	1.2317	0.9851	0.1473	8.4377	
929.0	824.0	1.2302	0.9933	0.098	8.7082	1.2302	0.9933	0.098	8.7082	
929.0	825.0	1.2575	0.9892	0.1282	8.9286	1.2575	0.9892	0.1282	8.9286	
929.0	829.0	1.2884	0.995	0.0888	9.13	1.2884	0.995	0.0888	9.13	
929.0	830.0	1.2538	0.9898	0.1242	8.9496	1.2538	0.9898	0.1242	8.9496	
929.0	831.0	1.2809	0.9941	0.0963	9.0038	1.2809	0.9941	0.0963	9.0038	
929.0	963.0	0.9885	0.9915	0.0889	7.0442	0.9885	0.9915	0.0889	7.0442	
930.0	157.0	1.285	0.9973	0.0649	9.0797	1.285	0.9973	0.0649	9.0797	
930.0	181.0	1.0384	0.9891	0.1059	7.3343	1.0384	0.9891	0.1059	7.3343	
930.0	182.0	1.0574	0.995	0.0729	7.3345	1.0574	0.995	0.0729	7.3345	
930.0	227.0	1.3554	0.992	0.1185	9.5984	1.3554	0.992	0.1185	9.5984	
930.0	228.0	1.3303	0.9866	0.1511	9.5013	1.3303	0.9866	0.1511	9.5013	
930.0	229.0	1.3321	0.9852	0.159	9.4701	1.3321	0.9852	0.159	9.4701	
930.0	230.0	1.305	0.9837	0.1635	9.2979	1.305	0.9837	0.1635	9.2979	
930.0	231.0	1.3125	0.9896	0.1308	9.2405	1.3125	0.9896	0.1308	9.2405	
930.0	369.0	1.2916	0.993	0.1056	8.9313	1.2916	0.993	0.1056	8.9313	
930.0	412.0	1.2501	0.9885	0.1313	8.937	1.2501	0.9885	0.1313	8.937	
930.0	584.0	1.1705	0.9901	0.1142	8.0781	1.1705	0.9901	0.1142	8.0781	
930.0	823.0	1.1925	0.9958	0.0754	8.4009	1.1925	0.9958	0.0754	8.4009	
930.0	824.0	1.1999	0.9913	0.1097	8.545	1.1999	0.9913	0.1097	8.545	
930.0	829.0	1.2995	0.9973	0.0655	9.1139	1.2995	0.9973	0.0655	9.1139	
930.0	831.0	1.2586	0.9885	0.1321	8.8821	1.2586	0.9885	0.1321	8.8821	
930.0	832.0	1.2223	0.9932	0.0981	8.6322	1.2223	0.9932	0.0981	8.6322	
930.0	833.0	1.2031	0.9952	0.0814	8.4237	1.2031	0.9952	0.0814	8.4237	
930.0	963.0	1.0245	0.9966	0.0581	7.1944	1.0245	0.9966	0.0581	7.1944	
931.0	157.0	1.2871	0.9959	0.0805	9.1043	1.2871	0.9959	0.0805	9.1043	
931.0	158.0	1.2733	0.9908	0.1192	9.055	1.2733	0.9908	0.1192	9.055	
931.0	159.0	1.3047	0.9953	0.0871	9.1587	1.3047	0.9953	0.0871	9.1587	
931.0	160.0	1.3152	0.9923	0.113	9.1274	1.3152	0.9923	0.113	9.1274	
931.0	180.0	1.0818	0.9831	0.1381	7.7373	1.0818	0.9831	0.1381	7.7373	
931.0	181.0	1.0636	0.9835	0.1342	7.5972	1.0636	0.9835	0.1342	7.5972	
931.0	228.0	1.3337	0.9898	0.1316	9.5034	1.3337	0.9898	0.1316	9.5034	
931.0	369.0	1.2895	0.9856	0.1517	8.8498	1.2895	0.9856	0.1517	8.8498	
931.0	411.0	1.2797	0.9977	0.0595	8.9807	1.2797	0.9977	0.0595	8.9807	
931.0	412.0	1.2504	0.9888	0.1297	8.9378	1.2504	0.9888	0.1297	8.9378	
931.0	413.0	1.2913	0.9887	0.1346	9.188	1.2913	0.9887	0.1346	9.188	
931.0	584.0	1.0886	0.9913	0.0991	7.6487	1.0886	0.9913	0.0991	7.6487	
931.0	823.0	1.1291	0.9844	0.1382	8.071	1.1291	0.9844	0.1382	8.071	
931.0	829.0	1.3237	0.9923	0.1134	9.1216	1.3237	0.9923	0.1134	9.1216	
931.0	833.0	1.1986	0.9952	0.0813	8.3974	1.1986	0.9952	0.0813	8.3974	
931.0	834.0	1.1416	0.9949	0.0797	8.0199	1.1416	0.9949	0.0797	8.0199	
931.0	835.0	1.1018	0.9921	0.0958	7.7152	1.1018	0.9921	0.0958	7.7152	
931.0	836.0	1.0099	0.9882	0.1075	7.1823	1.0099	0.9882	0.1075	7.1823	
931.0	837.0	0.9318	0.9797	0.1307	6.6699	0.9318	0.9797	0.1307	6.6699	
931.0	963.0	1.0333	0.9983	0.0411	7.2186	1.0333	0.9983	0.0411	7.2186	
932.0	156.0	1.299	0.9969	0.07	9.1126	1.299	0.9969	0.07	9.1126	
932.0	157.0	1.2677	0.9947	0.0899	8.9836	1.2677	0.9947	0.0899	8.9836	
932.0	160.0	1.2917	0.9935	0.102	8.9801	1.2917	0.9935	0.102	8.9801	
932.0	161.0	1.2625	0.9933	0.1012	8.7775	1.2625	0.9933	0.1012	8.7775	
932.0	162.0	1.2183	0.9879	0.1312	8.4839	1.2183	0.9879	0.1312	8.4839	
932.0	163.0	1.172	0.99	0.1145	8.1755	1.172	0.99	0.1145	8.1755	
932.0	179.0	1.1577	0.9913	0.1056	8.2515	1.1577	0.9913	0.1056	8.2515	
932.0	180.0	1.1262	0.9859	0.1311	8.064	1.1262	0.9859	0.1311	8.064	
932.0	228.0	1.3689	0.9949	0.0957	9.5839	1.3689	0.9949	0.0957	9.5839	
932.0	229.0	1.3662	0.9913	0.1247	9.5928	1.3662	0.9913	0.1247	9.5928	
932.0	369.0	1.2553	0.9896	0.1252	8.6205	1.2553	0.9896	0.1252	8.6205	
932.0	411.0	1.2761	0.9976	0.0605	8.9589	1.2761	0.9976	0.0605	8.9589	
932.0	413.0	1.3201	0.9903	0.1274	9.2961	1.3201	0.9903	0.1274	9.2961	
932.0	414.0	1.3281	0.9939	0.1009	9.3517	1.3281	0.9939	0.1009	9.3517	
932.0	415.0	1.3642	0.9979	0.0603	9.4877	1.3642	0.9979	0.0603	9.4877	
932.0	584.0	1.0645	0.9951	0.0727	7.5096	1.0645	0.9951	0.0727	7.5096	
932.0	585.0	1.0645	0.9951	0.0727	7.5096	1.0645	0.9951	0.0727	7.5096	
932.0	822.0	1.0581	0.9791	0.1506	7.5577	1.0581	0.9791	0.1506	7.5577	
932.0	823.0	1.138	0.994	0.0863	7.9969	1.138	0.994	0.0863	7.9969	
932.0	829.0	1.3748	0.9537	0.2949	9.1976	1.3748	0.9537	0.2949	9.1976	
932.0	837.0	0.9318	0.9797	0.1307	6.6699	0.9318	0.9797	0.1307	6.6699	
932.0	838.0	0.8512	0.9745	0.1341	6.1196	0.8613	0.9746	0.1352	6.179	
932.0	839.0	0.8817	0.9883	0.0935	6.0658	0.9038	0.9843	0.1111	6.1973	
932.0	963.0	1.0329	0.9989	0.0331	7.2019	1.0329	0.9989	0.0331	7.2019	
933.0	156.0	1.2504	0.9954	0.0825	8.8595	1.2504	0.9954	0.0825	8.8595	
933.0	163.0	1.172	0.99	0.1145	8.1755	1.172	0.99	0.1145	8.1755	
933.0	164.0	1.1224	0.9918	0.0993	7.8759	1.1224	0.9918	0.0993	7.8759	
933.0	165.0	1.1103	0.9941	0.0833	7.7592	1.1103	0.9941	0.0833	7.7592	
933.0	166.0	1.0635	0.9959	0.0666	7.5223	1.0635	0.9959	0.0666	7.5223	
933.0	167.0	1.0609	0.9948	0.0744	7.4989	1.0609	0.9948	0.0744	7.4989	
933.0	178.0	1.2434	0.9914	0.1128	8.7754	1.2434	0.9914	0.1128	8.7754	
933.0	179.0	1.1934	0.9879	0.1285	8.5196	1.1934	0.9879	0.1285	8.5196	
933.0	229.0	1.3307	0.9938	0.1023	9.315	1.3307	0.9938	0.1023	9.315	
933.0	369.0	1.1789	0.9828	0.1519	8.1976	1.1789	0.9828	0.1519	8.1976	
933.0	411.0	1.2723	0.9974	0.0634	8.9365	1.2723	0.9974	0.0634	8.9365	
933.0	415.0	1.3504	0.9984	0.0532	9.3881	1.3504	0.9984	0.0532	9.3881	
933.0	416.0	1.303	0.9938	0.1001	9.1293	1.303	0.9938	0.1001	9.1293	
933.0	417.0	1.2919	0.9958	0.0817	8.996	1.2919	0.9958	0.0817	8.996	
933.0	585.0	1.0524	0.9953	0.0704	7.4513	1.0524	0.9953	0.0704	7.4513	
933.0	821.0	1.0428	0.9935	0.0819	7.2444	1.0428	0.9935	0.0819	7.2444	
933.0	822.0	1.0585	0.9792	0.1502	7.4073	1.0585	0.9792	0.1502	7.4073	
933.0	963.0	1.0287	0.9991	0.0297	7.1686	1.0287	0.9991	0.0297	7.1686	
934.0	154.0	1.2548	0.9966	0.0718	8.8269	1.2548	0.9966	0.0718	8.8269	
934.0	155.0	1.2244	0.9943	0.0905	8.6912	1.2244	0.9943	0.0905	8.6912	
934.0	156.0	1.2994	0.9931	0.1053	8.9784	1.2994	0.9931	0.1053	8.9784	
934.0	167.0	1.0609	0.9948	0.0744	7.4989	1.0609	0.9948	0.0744	7.4989	
934.0	168.0	1.0513	0.9952	0.0709	7.4479	1.0513	0.9952	0.0709	7.4479	
934.0	169.0	1.068	0.9916	0.0956	7.5038	1.068	0.9916	0.0956	7.5038	
934.0	170.0	1.0523	0.9937	0.0818	7.4475	1.0523	0.9937	0.0818	7.4475	
934.0	171.0	1.0811	0.9909	0.1009	7.6056	1.0811	0.9909	0.1009	7.6056	
934.0	178.0	1.2445	0.9858	0.1455	8.8757	1.2445	0.9858	0.1455	8.8757	
934.0	229.0	1.3176	0.9945	0.0956	9.1336	1.3176	0.9945	0.0956	9.1336	
934.0	230.0	1.3176	0.9945	0.0956	9.1336	1.3176	0.9945	0.0956	9.1336	
934.0	248.0	1.0983	0.9368	0.2777	7.4678	1.0983	0.9368	0.2777	7.4678	
934.0	251.0	1.0983	0.9368	0.2777	7.4678	1.0983	0.9368	0.2777	7.4678	
934.0	368.0	1.1151	0.9825	0.145	7.8007	1.1151	0.9825	0.145	7.8007	
934.0	369.0	1.1293	0.9784	0.1634	7.8849	1.1293	0.9784	0.1634	7.8849	
934.0	410.0	1.2532	0.9989	0.0399	8.7614	1.2532	0.9989	0.0399	8.7614	
934.0	411.0	1.2743	0.9984	0.0502	8.9294	1.2743	0.9984	0.0502	8.9294	
934.0	417.0	1.2502	0.993	0.1023	8.7966	1.2502	0.993	0.1023	8.7966	
934.0	418.0	1.2096	0.9905	0.1155	8.5516	1.2096	0.9905	0.1155	8.5516	
934.0	585.0	1.0862	0.9929	0.0892	7.615	1.0862	0.9929	0.0892	7.615	
934.0	790.0	1.0177	0.9021	0.3264	6.7992	1.0177	0.9021	0.3264	6.7992	
934.0	846.0	0	NaN	0	0	0.2313	0.2668	0.3733	1.3704	
934.0	963.0	1.0225	0.9992	0.0275	7.1278	1.0225	0.9992	0.0275	7.1278	
935.0	153.0	1.21	0.9941	0.0905	8.5855	1.21	0.9941	0.0905	8.5855	
935.0	154.0	1.2015	0.9934	0.0956	8.5404	1.2015	0.9934	0.0956	8.5404	
935.0	171.0	1.0811	0.9909	0.1009	7.6056	1.0811	0.9909	0.1009	7.6056	
935.0	172.0	1.1163	0.9881	0.1194	7.8132	1.1163	0.9881	0.1194	7.8132	
935.0	173.0	1.2013	0.9876	0.1312	8.2661	1.2013	0.9876	0.1312	8.2661	
935.0	174.0	1.2602	0.9854	0.1494	8.6183	1.2602	0.9854	0.1494	8.6183	
935.0	175.0	1.2973	0.9854	0.1538	8.8871	1.2973	0.9854	0.1538	8.8871	
935.0	176.0	1.2991	0.99	0.1274	9.0122	1.2991	0.99	0.1274	9.0122	
935.0	177.0	1.2436	0.991	0.1155	8.8491	1.2436	0.991	0.1155	8.8491	
935.0	178.0	1.2525	0.9894	0.1263	8.9155	1.2525	0.9894	0.1263	8.9155	
935.0	230.0	1.2677	0.9935	0.0997	8.8086	1.2677	0.9935	0.0997	8.8086	
935.0	248.0	1.0547	0.9629	0.2016	7.4198	1.0547	0.9629	0.2016	7.4198	
