""
"Test Method","Will_Huddleston_Load_Rate.msm"
"Sample I. D.","900-5-24C.mss"
"Specimen Number","2"

"Load (N)","Time (s)","Extension (mm)"
-9.93,18.580,-0.00973
-9.93,18.600,-0.00973
-9.93,18.620,-0.00977
-9.94,18.640,-0.00977
-9.94,18.660,-0.00977
-9.94,18.680,-0.00977
-9.94,18.700,-0.00977
-9.94,18.720,-0.00977
-9.94,18.740,-0.00977
-9.94,18.760,-0.00977
-9.93,18.780,-0.00977
-9.93,18.800,-0.00977
-9.92,18.820,-0.00977
-9.93,18.840,-0.00977
-9.94,18.860,-0.00977
-9.94,18.880,-0.00977
-9.93,18.900,-0.00977
-9.94,18.920,-0.00977
-9.94,18.940,-0.00977
-9.94,18.960,-0.00977
-9.95,18.980,-0.00977
-9.95,19.000,-0.00977
-9.95,19.020,-0.00977
-9.95,19.040,-0.00977
-9.95,19.060,-0.00977
-9.94,19.080,-0.00977
-9.94,19.100,-0.00977
-9.94,19.120,-0.00977
-9.94,19.140,-0.00977
-9.94,19.160,-0.00977
-9.94,19.180,-0.00977
-9.94,19.200,-0.00977
-9.94,19.220,-0.00977
-9.94,19.240,-0.00977
-9.94,19.260,-0.00977
-9.94,19.280,-0.00977
-9.94,19.300,-0.00977
-9.95,19.320,-0.00977
-9.95,19.340,-0.00977
-9.95,19.360,-0.00977
-9.94,19.380,-0.00977
-9.93,19.400,-0.00977
-9.93,19.420,-0.00977
-9.93,19.440,-0.00977
-9.94,19.460,-0.00977
-9.94,19.480,-0.00977
-9.94,19.500,-0.00977
-9.94,19.520,-0.00977
-9.94,19.540,-0.00977
-9.95,19.560,-0.00977
-9.95,19.580,-0.00977
-9.95,19.600,-0.00977
-9.95,19.620,-0.00977
-9.96,19.640,-0.00977
-9.96,19.660,-0.00977
-9.95,19.680,-0.00977
-9.94,19.700,-0.00977
-9.94,19.720,-0.00977
-9.94,19.740,-0.00977
-9.95,19.760,-0.00977
-9.95,19.780,-0.00977
-9.95,19.800,-0.00977
-9.95,19.820,-0.00977
-9.96,19.840,-0.00977
-9.97,19.860,-0.00977
-9.97,19.880,-0.00977
-9.96,19.900,-0.00977
-9.95,19.920,-0.00977
-9.95,19.940,-0.00977
-9.96,19.960,-0.00977
-9.96,19.980,-0.00977
-9.96,20.000,-0.00977
-9.95,20.020,-0.00977
-9.95,20.040,-0.00977
-9.96,20.060,-0.00977
-9.96,20.080,-0.00977
-9.96,20.100,-0.00977
-9.96,20.120,-0.00977
-9.96,20.140,-0.00977
-9.96,20.160,-0.00977
-9.96,20.180,-0.00977
-9.96,20.200,-0.00977
-9.96,20.220,-0.00977
-9.96,20.240,-0.00977
-9.96,20.260,-0.00977
-9.96,20.280,-0.00977
-9.96,20.300,-0.00977
-9.96,20.320,-0.00977
-9.95,20.340,-0.00977
-9.96,20.360,-0.00977
-9.96,20.380,-0.00977
-9.96,20.400,-0.00977
-9.96,20.420,-0.00977
-9.96,20.440,-0.00977
-9.95,20.460,-0.00977
-9.94,20.480,-0.00977
-9.94,20.500,-0.00977
-9.94,20.520,-0.00977
-9.94,20.540,-0.00977
-9.95,20.560,-0.00977
-9.95,20.580,-0.00977
-9.95,20.600,-0.00977
-9.95,20.620,-0.00977
-9.95,20.640,-0.00977
-9.95,20.660,-0.00977
-9.94,20.680,-0.00977
-9.95,20.700,-0.00977
-9.95,20.720,-0.00977
-9.95,20.740,-0.00977
-9.94,20.760,-0.00977
-9.95,20.780,-0.00977
-9.96,20.800,-0.00977
-9.96,20.820,-0.00977
-9.95,20.840,-0.00977
-9.95,20.860,-0.00977
-9.96,20.880,-0.00977
-9.96,20.900,-0.00977
-9.95,20.920,-0.00977
-9.95,20.940,-0.00977
-9.94,20.960,-0.00977
-9.95,20.980,-0.00977
-9.95,21.000,-0.00977
-9.95,21.020,-0.00977
-9.95,21.040,-0.00977
-9.95,21.060,-0.00977
-9.95,21.080,-0.00977
-9.94,21.100,-0.00977
-9.94,21.120,-0.00977
-9.94,21.140,-0.00977
-9.95,21.160,-0.00977
-9.95,21.180,-0.00977
-9.95,21.200,-0.00977
-9.95,21.220,-0.00977
-9.95,21.240,-0.00977
-9.95,21.260,-0.00977
-9.95,21.280,-0.00977
-9.94,21.300,-0.00977
-9.94,21.320,-0.00977
-9.94,21.340,-0.00977
-9.94,21.360,-0.00977
-9.94,21.380,-0.00977
-9.95,21.400,-0.00977
-9.95,21.420,-0.00977
-9.95,21.440,-0.00977
-9.95,21.460,-0.00977
-9.95,21.480,-0.00977
-9.95,21.500,-0.00977
-9.95,21.520,-0.00977
-9.95,21.540,-0.00977
-9.95,21.560,-0.00977
-9.95,21.580,-0.00977
-9.95,21.600,-0.00977
-9.95,21.620,-0.00977
-9.96,21.640,-0.00977
-9.96,21.660,-0.00977
-9.96,21.680,-0.00977
-9.95,21.700,-0.00977
-9.95,21.720,-0.00977
-9.96,21.740,-0.00977
-9.96,21.760,-0.00977
-9.95,21.780,-0.00981
-9.95,21.800,-0.00981
-9.95,21.820,-0.00981
-9.96,21.840,-0.00981
-9.96,21.860,-0.00981
-9.96,21.880,-0.00981
-9.96,21.900,-0.00981
-9.96,21.920,-0.00981
-9.96,21.940,-0.00981
-9.95,21.960,-0.00981
-9.94,21.980,-0.00981
-9.94,22.000,-0.00981
-9.95,22.020,-0.00981
-9.96,22.040,-0.00981
-9.96,22.060,-0.00981
-9.95,22.080,-0.00981
-9.95,22.100,-0.00981
-9.95,22.120,-0.00981
-9.95,22.140,-0.00981
-9.96,22.160,-0.00981
-9.96,22.180,-0.00981
-9.96,22.200,-0.00981
-9.96,22.220,-0.00981
-9.95,22.240,-0.00981
-9.95,22.260,-0.00981
-9.95,22.280,-0.00981
-9.96,22.300,-0.00981
-9.97,22.320,-0.00981
-9.97,22.340,-0.00981
-9.96,22.360,-0.00981
-9.95,22.380,-0.00981
-9.95,22.400,-0.00981
-9.96,22.420,-0.00981
-9.96,22.440,-0.00981
-9.97,22.460,-0.00981
-9.97,22.480,-0.00981
-9.96,22.500,-0.00981
-9.97,22.520,-0.00981
-9.97,22.540,-0.00981
-9.97,22.560,-0.00981
-9.97,22.580,-0.00981
-9.97,22.600,-0.00981
-9.97,22.620,-0.00981
-9.96,22.640,-0.00981
-9.95,22.660,-0.00981
-9.95,22.680,-0.00981
-9.96,22.700,-0.00981
-9.96,22.720,-0.00981
-9.96,22.740,-0.00981
-9.96,22.760,-0.00981
-9.96,22.780,-0.00981
-9.96,22.800,-0.00981
-9.96,22.820,-0.00981
-9.95,22.840,-0.00981
-9.95,22.860,-0.00981
-9.96,22.880,-0.00981
-9.96,22.900,-0.00981
-9.96,22.920,-0.00981
-9.96,22.940,-0.00981
-9.96,22.960,-0.00981
-9.96,22.980,-0.00981
-9.96,23.000,-0.00981
-9.96,23.020,-0.00981
-9.96,23.040,-0.00981
-9.95,23.060,-0.00981
-9.95,23.080,-0.00981
-9.95,23.100,-0.00981
-9.95,23.120,-0.00981
-9.95,23.140,-0.00981
-9.95,23.160,-0.00981
-9.96,23.180,-0.00981
-9.96,23.200,-0.00981
-9.97,23.220,-0.00981
-9.97,23.240,-0.00981
-9.97,23.260,-0.00981
-9.97,23.280,-0.00981
-9.96,23.300,-0.00981
-9.96,23.320,-0.00981
-9.96,23.340,-0.00981
-9.96,23.360,-0.00981
-9.95,23.380,-0.00981
-9.95,23.400,-0.00981
-9.96,23.420,-0.00981
-9.96,23.440,-0.00981
-9.95,23.460,-0.00981
-9.95,23.480,-0.00981
-9.95,23.500,-0.00981
-9.95,23.520,-0.00981
-9.95,23.540,-0.00981
-9.95,23.560,-0.00981
-9.96,23.580,-0.00981
-9.97,23.600,-0.00981
-9.97,23.620,-0.00981
-9.97,23.640,-0.00981
-9.97,23.660,-0.00981
-9.97,23.680,-0.00981
-9.97,23.700,-0.00981
-9.97,23.720,-0.00981
-9.97,23.740,-0.00981
-9.98,23.760,-0.00981
-9.97,23.780,-0.00981
-9.97,23.800,-0.00981
-9.97,23.820,-0.00981
-9.98,23.840,-0.00981
-9.98,23.860,-0.00981
-9.97,23.880,-0.00981
-9.97,23.900,-0.00981
-9.96,23.920,-0.00985
-9.96,23.940,-0.00985
-9.97,23.960,-0.00985
-9.97,23.980,-0.00985
-9.98,24.000,-0.00985
-9.97,24.020,-0.00985
-9.97,24.040,-0.00985
-9.96,24.060,-0.00985
-9.96,24.080,-0.00985
-9.97,24.100,-0.00985
-9.97,24.120,-0.00985
-9.97,24.140,-0.00985
-9.98,24.160,-0.00985
-9.98,24.180,-0.00985
-9.97,24.200,-0.00985
-9.97,24.220,-0.00985
-9.98,24.240,-0.00985
-9.98,24.260,-0.00985
-9.97,24.280,-0.00985
-9.96,24.300,-0.00985
-9.96,24.320,-0.00985
-9.97,24.340,-0.00985
-9.98,24.360,-0.00985
-9.98,24.380,-0.00985
-9.98,24.400,-0.00985
-9.98,24.420,-0.00985
-9.98,24.440,-0.00985
-9.98,24.460,-0.00985
-9.98,24.480,-0.00985
-9.98,24.500,-0.00985
-9.98,24.520,-0.00985
-9.98,24.540,-0.00985
-9.97,24.560,-0.00985
-9.98,24.580,-0.00985
-9.97,24.600,-0.00985
-9.97,24.620,-0.00985
-9.98,24.640,-0.00985
-9.99,24.660,-0.00985
-9.99,24.680,-0.00985
-9.98,24.700,-0.00985
-9.97,24.720,-0.00985
-9.98,24.740,-0.00985
-9.98,24.760,-0.00985
-9.98,24.780,-0.00985
-9.98,24.800,-0.00985
-9.98,24.820,-0.00985
-9.98,24.840,-0.00985
-9.98,24.860,-0.00985
-9.97,24.880,-0.00985
-9.97,24.900,-0.00985
-9.97,24.920,-0.00985
-9.97,24.940,-0.00985
-9.97,24.960,-0.00985
-9.97,24.980,-0.00985
-9.98,25.000,-0.00985
-9.99,25.020,-0.00985
-9.99,25.040,-0.00985
-9.99,25.060,-0.00985
-9.99,25.080,-0.00985
-9.98,25.100,-0.00985
-9.97,25.120,-0.00985
-9.97,25.140,-0.00985
-9.97,25.160,-0.00985
-9.98,25.180,-0.00985
-9.98,25.200,-0.00985
-9.98,25.220,-0.00985
-9.98,25.240,-0.00985
-9.99,25.260,-0.00985
-9.99,25.280,-0.00985
-10.00,25.300,-0.00985
-9.99,25.320,-0.00985
-9.98,25.340,-0.00985
-9.98,25.360,-0.00985
-9.98,25.380,-0.00985
-9.99,25.400,-0.00985
-10.00,25.420,-0.00985
-10.00,25.440,-0.00990
-9.99,25.460,-0.00990
-9.99,25.480,-0.00990
-9.99,25.500,-0.00990
-9.99,25.520,-0.00990
-9.99,25.540,-0.00990
-9.99,25.560,-0.00990
-9.98,25.580,-0.00990
-9.98,25.600,-0.00990
-9.99,25.620,-0.00990
-10.00,25.640,-0.00990
-10.00,25.660,-0.00990
-9.99,25.680,-0.00990
-9.98,25.700,-0.00990
-9.98,25.720,-0.00990
-9.99,25.740,-0.00990
-10.00,25.760,-0.00990
-9.99,25.780,-0.00990
-9.98,25.800,-0.00990
-9.98,25.820,-0.00990
-9.98,25.840,-0.00990
-9.98,25.860,-0.00990
-9.99,25.880,-0.00990
-9.99,25.900,-0.00990
-9.99,25.920,-0.00990
-9.99,25.940,-0.00990
-9.98,25.960,-0.00990
-9.98,25.980,-0.00990
-9.99,26.000,-0.00990
-10.00,26.020,-0.00990
-10.00,26.040,-0.00990
-10.00,26.060,-0.00990
-9.99,26.080,-0.00990
-10.00,26.100,-0.00990
-10.00,26.120,-0.00990
-10.00,26.140,-0.00990
-10.00,26.160,-0.00990
-10.00,26.180,-0.00990
-10.01,26.200,-0.00990
-9.99,26.220,-0.00990
-9.98,26.240,-0.00990
-9.98,26.260,-0.00990
-9.99,26.280,-0.00990
-10.00,26.300,-0.00990
-10.00,26.320,-0.00990
-9.99,26.340,-0.00990
-9.99,26.360,-0.00990
-9.99,26.380,-0.00990
-9.99,26.400,-0.00990
-10.00,26.420,-0.00990
-10.00,26.440,-0.00990
-10.00,26.460,-0.00990
-10.00,26.480,-0.00990
-10.01,26.500,-0.00990
-10.01,26.520,-0.00990
-10.01,26.540,-0.00990
-10.02,26.560,-0.00990
-10.01,26.580,-0.00994
-10.01,26.600,-0.00994
-10.02,26.620,-0.00994
-10.02,26.640,-0.00994
-10.03,26.660,-0.00994
-10.03,26.680,-0.00994
-10.02,26.700,-0.00994
-10.01,26.720,-0.00994
-10.02,26.740,-0.00994
-10.02,26.760,-0.00994
-10.02,26.780,-0.00994
-10.02,26.800,-0.00994
-10.02,26.820,-0.00994
-10.02,26.840,-0.00994
-10.02,26.860,-0.00994
-10.02,26.880,-0.00994
-10.02,26.900,-0.00994
-10.02,26.920,-0.00994
-10.03,26.940,-0.00994
-10.03,26.960,-0.00994
-10.02,26.980,-0.00994
-10.02,27.000,-0.00994
-10.03,27.020,-0.00994
-10.03,27.040,-0.00994
-10.03,27.060,-0.00994
-10.03,27.080,-0.00994
-10.03,27.100,-0.00994
-10.03,27.120,-0.00994
-10.03,27.140,-0.00994
-10.03,27.160,-0.00994
-10.03,27.180,-0.00994
-10.03,27.200,-0.00994
-10.03,27.220,-0.00994
-10.03,27.240,-0.00994
-10.03,27.260,-0.00994
-10.03,27.280,-0.00994
-10.04,27.300,-0.00994
-10.04,27.320,-0.00994
-10.04,27.340,-0.00994
-10.03,27.360,-0.00994
-10.02,27.380,-0.00994
-10.03,27.400,-0.00994
-10.05,27.420,-0.00994
-10.05,27.440,-0.00994
-10.05,27.460,-0.00994
-10.04,27.480,-0.00994
-10.04,27.500,-0.00994
-10.04,27.520,-0.00998
-10.04,27.540,-0.00998
-10.05,27.560,-0.00998
-10.05,27.580,-0.00998
-10.04,27.600,-0.00998
-10.04,27.620,-0.00998
-10.03,27.640,-0.00998
-10.03,27.660,-0.00998
-10.04,27.680,-0.00998
-10.05,27.700,-0.00998
-10.05,27.720,-0.00998
-10.05,27.740,-0.00998
-10.05,27.760,-0.00998
-10.05,27.780,-0.00998
-10.05,27.800,-0.00998
-10.05,27.820,-0.00998
-10.04,27.840,-0.00998
-10.04,27.860,-0.00998
-10.05,27.880,-0.00998
-10.06,27.900,-0.00998
-10.06,27.920,-0.00998
-10.05,27.940,-0.00998
-10.05,27.960,-0.00998
-10.05,27.980,-0.00998
-10.05,28.000,-0.00998
-10.06,28.020,-0.00998
-10.06,28.040,-0.00998
-10.06,28.060,-0.00998
-10.05,28.080,-0.00998
-10.05,28.100,-0.00998
-10.05,28.120,-0.00998
-10.06,28.140,-0.00998
-10.06,28.160,-0.00998
-10.06,28.180,-0.00998
-10.06,28.200,-0.00998
-10.06,28.220,-0.00998
-10.06,28.240,-0.00998
-10.06,28.260,-0.00998
-10.06,28.280,-0.00998
-10.06,28.300,-0.00998
-10.07,28.320,-0.00998
-10.07,28.340,-0.00998
-10.06,28.360,-0.00998
-10.06,28.380,-0.00998
-10.06,28.400,-0.00998
-10.06,28.420,-0.00998
-10.07,28.440,-0.01002
-10.07,28.460,-0.01002
-10.07,28.480,-0.01002
-10.06,28.500,-0.01002
-10.06,28.520,-0.01002
-10.07,28.540,-0.01002
-10.07,28.560,-0.01002
-10.06,28.580,-0.01002
-10.06,28.600,-0.01002
-10.06,28.620,-0.01002
-10.07,28.640,-0.01002
-10.08,28.660,-0.01002
-10.09,28.680,-0.01002
-10.09,28.700,-0.01002
-10.09,28.720,-0.01002
-10.09,28.740,-0.01002
-10.08,28.760,-0.01002
-10.07,28.780,-0.01002
-10.08,28.800,-0.01002
-10.09,28.820,-0.01002
-10.09,28.840,-0.01002
-10.08,28.860,-0.01002
-10.07,28.880,-0.01002
-10.07,28.900,-0.01002
-10.08,28.920,-0.01002
-10.09,28.940,-0.01002
-10.09,28.960,-0.01002
-10.08,28.980,-0.01002
-10.08,29.000,-0.01002
-10.08,29.020,-0.01002
-10.08,29.040,-0.01002
-10.09,29.060,-0.01002
-10.09,29.080,-0.01002
-10.09,29.100,-0.01002
-10.09,29.120,-0.01002
-10.09,29.140,-0.01002
-10.10,29.160,-0.01002
-10.10,29.180,-0.01002
-10.10,29.200,-0.01002
-10.09,29.220,-0.01002
-10.09,29.240,-0.01006
-10.09,29.260,-0.01006
-10.09,29.280,-0.01006
-10.10,29.300,-0.01006
-10.09,29.320,-0.01006
-10.09,29.340,-0.01006
-10.09,29.360,-0.01006
-10.09,29.380,-0.01006
-10.09,29.400,-0.01006
-10.10,29.420,-0.01006
-10.10,29.440,-0.01006
-10.10,29.460,-0.01006
-10.11,29.480,-0.01006
-10.11,29.500,-0.01006
-10.10,29.520,-0.01006
-10.10,29.540,-0.01006
-10.09,29.560,-0.01006
-10.10,29.580,-0.01006
-10.09,29.600,-0.01006
-10.10,29.620,-0.01006
-10.10,29.640,-0.01006
-10.10,29.660,-0.01006
-10.11,29.680,-0.01006
-10.11,29.700,-0.01006
-10.11,29.720,-0.01006
-10.12,29.740,-0.01006
-10.11,29.760,-0.01006
-10.11,29.780,-0.01006
-10.11,29.800,-0.01006
-10.12,29.820,-0.01006
-10.13,29.840,-0.01006
-10.13,29.860,-0.01006
-10.11,29.880,-0.01006
-10.11,29.900,-0.01006
-10.11,29.920,-0.01006
-10.11,29.940,-0.01010
-10.11,29.960,-0.01010
-10.11,29.980,-0.01010
-10.12,30.000,-0.01010
-10.12,30.020,-0.01010
-10.12,30.040,-0.01010
-10.12,30.060,-0.01010
-10.12,30.080,-0.01010
-10.12,30.100,-0.01010
-10.12,30.120,-0.01010
-10.12,30.140,-0.01010
-10.12,30.160,-0.01010
-10.11,30.180,-0.01010
-10.12,30.200,-0.01010
-10.12,30.220,-0.01010
-10.12,30.240,-0.01010
-10.12,30.260,-0.01010
-10.13,30.280,-0.01010
-10.13,30.300,-0.01010
-10.13,30.320,-0.01010
-10.14,30.340,-0.01010
-10.15,30.360,-0.01010
-10.14,30.380,-0.01010
-10.13,30.400,-0.01010
-10.14,30.420,-0.01010
-10.15,30.440,-0.01010
-10.15,30.460,-0.01010
-10.14,30.480,-0.01010
-10.14,30.500,-0.01010
-10.14,30.520,-0.01010
-10.15,30.540,-0.01010
-10.16,30.560,-0.01010
-10.16,30.580,-0.01010
-10.16,30.600,-0.01010
-10.15,30.620,-0.01010
-10.14,30.640,-0.01010
-10.14,30.660,-0.01010
-10.15,30.680,-0.01014
-10.16,30.700,-0.01014
-10.16,30.720,-0.01014
-10.16,30.740,-0.01014
-10.16,30.760,-0.01014
-10.16,30.780,-0.01014
-10.16,30.800,-0.01014
-10.16,30.820,-0.01014
-10.16,30.840,-0.01014
-10.17,30.860,-0.01014
-10.17,30.880,-0.01014
-10.17,30.900,-0.01014
-10.17,30.920,-0.01014
-10.17,30.940,-0.01014
-10.17,30.960,-0.01014
-10.16,30.980,-0.01014
-10.16,31.000,-0.01014
-10.17,31.020,-0.01014
-10.17,31.040,-0.01014
-10.17,31.060,-0.01014
-10.17,31.080,-0.01014
-10.17,31.100,-0.01014
-10.17,31.120,-0.01014
-10.18,31.140,-0.01014
-10.18,31.160,-0.01014
-10.18,31.180,-0.01014
-10.17,31.200,-0.01014
-10.18,31.220,-0.01014
-10.19,31.240,-0.01014
-10.19,31.260,-0.01014
-10.18,31.280,-0.01014
-10.18,31.300,-0.01014
-10.19,31.320,-0.01019
-10.19,31.340,-0.01019
-10.19,31.360,-0.01019
-10.19,31.380,-0.01019
-10.20,31.400,-0.01019
-10.20,31.420,-0.01019
-10.19,31.440,-0.01019
-10.19,31.460,-0.01019
-10.20,31.480,-0.01019
-10.21,31.500,-0.01019
-10.22,31.520,-0.01019
-10.21,31.540,-0.01019
-10.20,31.560,-0.01019
-10.20,31.580,-0.01019
-10.21,31.600,-0.01019
-10.22,31.620,-0.01019
-10.22,31.640,-0.01019
-10.23,31.660,-0.01019
-10.22,31.680,-0.01019
-10.21,31.700,-0.01019
-10.20,31.720,-0.01019
-10.20,31.740,-0.01019
-10.21,31.760,-0.01019
-10.20,31.780,-0.01019
-10.20,31.800,-0.01019
-10.21,31.820,-0.01019
-10.22,31.840,-0.01019
-10.22,31.860,-0.01019
-10.22,31.880,-0.01019
-10.22,31.900,-0.01019
-10.22,31.920,-0.01019
-10.22,31.940,-0.01019
-10.23,31.960,-0.01023
-10.24,31.980,-0.01023
-10.24,32.000,-0.01023
-10.23,32.020,-0.01023
-10.22,32.040,-0.01023
-10.21,32.060,-0.01023
-10.22,32.080,-0.01023
-10.23,32.100,-0.01023
-10.24,32.120,-0.01023
-10.25,32.140,-0.01023
-10.24,32.160,-0.01023
-10.25,32.180,-0.01023
-10.25,32.200,-0.01023
-10.25,32.220,-0.01023
-10.24,32.240,-0.01023
-10.23,32.260,-0.01023
-10.24,32.280,-0.01023
-10.24,32.300,-0.01023
-10.24,32.320,-0.01023
-10.24,32.340,-0.01023
-10.24,32.360,-0.01023
-10.24,32.380,-0.01023
-10.24,32.400,-0.01023
-10.24,32.420,-0.01023
-10.24,32.440,-0.01023
-10.25,32.460,-0.01023
-10.25,32.480,-0.01023
-10.25,32.500,-0.01023
-10.25,32.520,-0.01023
-10.25,32.540,-0.01027
-10.25,32.560,-0.01027
-10.26,32.580,-0.01027
-10.26,32.600,-0.01027
-10.26,32.620,-0.01027
-10.26,32.640,-0.01027
-10.26,32.660,-0.01027
-10.27,32.680,-0.01027
-10.27,32.700,-0.01027
-10.28,32.720,-0.01027
-10.28,32.740,-0.01027
-10.28,32.760,-0.01027
-10.28,32.780,-0.01027
-10.29,32.800,-0.01027
-10.28,32.820,-0.01027
-10.27,32.840,-0.01027
-10.27,32.860,-0.01027
-10.28,32.880,-0.01027
-10.29,32.900,-0.01027
-10.29,32.920,-0.01027
-10.28,32.940,-0.01027
-10.28,32.960,-0.01027
-10.28,32.980,-0.01027
-10.29,33.000,-0.01027
-10.29,33.020,-0.01027
-10.29,33.040,-0.01027
-10.29,33.060,-0.01027
-10.29,33.080,-0.01027
-10.30,33.100,-0.01031
-10.30,33.120,-0.01031
-10.30,33.140,-0.01031
-10.31,33.160,-0.01031
-10.31,33.180,-0.01031
-10.30,33.200,-0.01031
-10.29,33.220,-0.01031
-10.29,33.240,-0.01031
-10.31,33.260,-0.01031
-10.32,33.280,-0.01031
-10.31,33.300,-0.01031
-10.31,33.320,-0.01031
-10.31,33.340,-0.01031
-10.32,33.360,-0.01031
-10.32,33.380,-0.01031
-10.31,33.400,-0.01031
-10.31,33.420,-0.01031
-10.31,33.440,-0.01031
-10.32,33.460,-0.01031
-10.33,33.480,-0.01031
-10.33,33.500,-0.01031
-10.33,33.520,-0.01031
-10.33,33.540,-0.01031
-10.34,33.560,-0.01031
-10.34,33.580,-0.01031
-10.34,33.600,-0.01031
-10.34,33.620,-0.01031
-10.34,33.640,-0.01031
-10.35,33.660,-0.01035
-10.35,33.680,-0.01035
-10.35,33.700,-0.01035
-10.35,33.720,-0.01035
-10.35,33.740,-0.01035
-10.35,33.760,-0.01035
-10.35,33.780,-0.01035
-10.35,33.800,-0.01035
-10.36,33.820,-0.01035
-10.36,33.840,-0.01035
-10.35,33.860,-0.01035
-10.35,33.880,-0.01035
-10.35,33.900,-0.01035
-10.36,33.920,-0.01035
-10.36,33.940,-0.01035
-10.36,33.960,-0.01035
-10.35,33.980,-0.01035
-10.35,34.000,-0.01035
-10.36,34.020,-0.01035
-10.36,34.040,-0.01035
-10.37,34.060,-0.01035
-10.37,34.080,-0.01035
-10.37,34.100,-0.01035
-10.38,34.120,-0.01035
-10.38,34.140,-0.01035
-10.38,34.160,-0.01035
-10.38,34.180,-0.01039
-10.38,34.200,-0.01039
-10.38,34.220,-0.01039
-10.37,34.240,-0.01039
-10.38,34.260,-0.01039
-10.38,34.280,-0.01039
-10.39,34.300,-0.01039
-10.39,34.320,-0.01039
-10.39,34.340,-0.01039
-10.40,34.360,-0.01039
-10.39,34.380,-0.01039
-10.40,34.400,-0.01039
-10.40,34.420,-0.01039
-10.40,34.440,-0.01039
-10.40,34.460,-0.01039
-10.40,34.480,-0.01039
-10.41,34.500,-0.01039
-10.42,34.520,-0.01039
-10.42,34.540,-0.01039
-10.42,34.560,-0.01039
-10.41,34.580,-0.01039
-10.41,34.600,-0.01039
-10.41,34.620,-0.01039
-10.42,34.640,-0.01039
-10.42,34.660,-0.01044
-10.43,34.680,-0.01044
-10.43,34.700,-0.01044
-10.42,34.720,-0.01044
-10.42,34.740,-0.01044
-10.42,34.760,-0.01044
-10.43,34.780,-0.01044
-10.44,34.800,-0.01044
-10.44,34.820,-0.01044
-10.43,34.840,-0.01044
-10.43,34.860,-0.01044
-10.43,34.880,-0.01044
-10.44,34.900,-0.01044
-10.44,34.920,-0.01044
-10.44,34.940,-0.01044
-10.45,34.960,-0.01044
-10.46,34.980,-0.01044
-10.46,35.000,-0.01044
-10.46,35.020,-0.01044
-10.46,35.040,-0.01044
-10.46,35.060,-0.01044
-10.46,35.080,-0.01044
-10.46,35.100,-0.01044
-10.47,35.120,-0.01044
-10.47,35.140,-0.01044
-10.46,35.160,-0.01048
-10.45,35.180,-0.01048
-10.46,35.200,-0.01048
-10.47,35.220,-0.01048
-10.48,35.240,-0.01048
-10.48,35.260,-0.01048
-10.48,35.280,-0.01048
-10.48,35.300,-0.01048
-10.48,35.320,-0.01048
-10.48,35.340,-0.01048
-10.48,35.360,-0.01048
-10.48,35.380,-0.01048
-10.48,35.400,-0.01048
-10.49,35.420,-0.01048
-10.49,35.440,-0.01048
-10.50,35.460,-0.01048
-10.50,35.480,-0.01048
-10.50,35.500,-0.01048
-10.51,35.520,-0.01048
-10.50,35.540,-0.01048
-10.51,35.560,-0.01048
-10.51,35.580,-0.01048
-10.52,35.600,-0.01048
-10.52,35.620,-0.01048
-10.52,35.640,-0.01052
-10.52,35.660,-0.01052
-10.53,35.680,-0.01052
-10.53,35.700,-0.01052
-10.52,35.720,-0.01052
-10.52,35.740,-0.01052
-10.53,35.760,-0.01052
-10.54,35.780,-0.01052
-10.54,35.800,-0.01052
-10.54,35.820,-0.01052
-10.54,35.840,-0.01052
-10.53,35.860,-0.01052
-10.53,35.880,-0.01052
-10.54,35.900,-0.01052
-10.55,35.920,-0.01052
-10.55,35.940,-0.01052
-10.55,35.960,-0.01052
-10.55,35.980,-0.01052
-10.56,36.000,-0.01052
-10.56,36.020,-0.01052
-10.56,36.040,-0.01052
-10.57,36.060,-0.01052
-10.57,36.080,-0.01056
-10.57,36.100,-0.01056
-10.57,36.120,-0.01056
-10.58,36.140,-0.01056
-10.58,36.160,-0.01056
-10.58,36.180,-0.01056
-10.58,36.200,-0.01056
-10.58,36.220,-0.01056
-10.58,36.240,-0.01056
-10.58,36.260,-0.01056
-10.59,36.280,-0.01056
-10.59,36.300,-0.01056
-10.59,36.320,-0.01056
-10.58,36.340,-0.01056
-10.59,36.360,-0.01056
-10.59,36.380,-0.01056
-10.59,36.400,-0.01056
-10.59,36.420,-0.01056
-10.59,36.440,-0.01056
-10.60,36.460,-0.01056
-10.59,36.480,-0.01056
-10.59,36.500,-0.01056
-10.59,36.520,-0.01060
-10.59,36.540,-0.01060
-10.59,36.560,-0.01060
-10.60,36.580,-0.01060
-10.60,36.600,-0.01060
-10.61,36.620,-0.01060
-10.61,36.640,-0.01060
-10.62,36.660,-0.01060
-10.62,36.680,-0.01060
-10.62,36.700,-0.01060
-10.62,36.720,-0.01060
-10.63,36.740,-0.01060
-10.63,36.760,-0.01060
-10.63,36.780,-0.01060
-10.62,36.800,-0.01060
-10.62,36.820,-0.01060
-10.62,36.840,-0.01060
-10.62,36.860,-0.01060
-10.62,36.880,-0.01060
-10.63,36.900,-0.01060
-10.64,36.920,-0.01060
-10.65,36.940,-0.01064
-10.66,36.960,-0.01064
-10.65,36.980,-0.01064
-10.65,37.000,-0.01064
-10.65,37.020,-0.01064
-10.65,37.040,-0.01064
-10.65,37.060,-0.01064
-10.66,37.080,-0.01064
-10.66,37.100,-0.01064
