""
"Test Method","Will_Huddleston_Load_Rate.msm"
"Sample I. D.","900-5-24C.mss"
"Specimen Number","2"

"Load (N)","Time (s)","Extension (mm)"
-6.26,204.100,-0.02602
-6.26,204.120,-0.02602
-6.27,204.140,-0.02602
-6.28,204.160,-0.02602
-6.28,204.180,-0.02602
-6.27,204.200,-0.02606
-6.27,204.220,-0.02606
-6.27,204.240,-0.02606
-6.27,204.260,-0.02606
-6.27,204.280,-0.02606
-6.28,204.300,-0.02606
-6.28,204.320,-0.02606
-6.28,204.340,-0.02606
-6.28,204.360,-0.02606
-6.28,204.380,-0.02606
-6.28,204.400,-0.02606
-6.28,204.420,-0.02606
-6.28,204.440,-0.02606
-6.28,204.460,-0.02606
-6.28,204.480,-0.02606
-6.29,204.500,-0.02606
-6.30,204.520,-0.02606
-6.30,204.540,-0.02606
-6.30,204.560,-0.02606
-6.30,204.580,-0.02610
-6.30,204.600,-0.02610
-6.30,204.620,-0.02610
-6.30,204.640,-0.02610
-6.30,204.660,-0.02610
-6.30,204.680,-0.02610
-6.30,204.700,-0.02610
-6.31,204.720,-0.02610
-6.31,204.740,-0.02610
-6.30,204.760,-0.02610
-6.29,204.780,-0.02610
-6.30,204.800,-0.02610
-6.30,204.820,-0.02610
-6.30,204.840,-0.02610
-6.30,204.860,-0.02610
-6.31,204.880,-0.02610
-6.32,204.900,-0.02610
-6.32,204.920,-0.02610
-6.32,204.940,-0.02610
-6.31,204.960,-0.02614
-6.32,204.980,-0.02614
-6.32,205.000,-0.02614
-6.32,205.020,-0.02614
-6.32,205.040,-0.02614
-6.32,205.060,-0.02614
-6.32,205.080,-0.02614
-6.33,205.100,-0.02614
-6.34,205.120,-0.02614
-6.34,205.140,-0.02614
-6.34,205.160,-0.02614
-6.33,205.180,-0.02614
-6.33,205.200,-0.02614
-6.33,205.220,-0.02614
-6.33,205.240,-0.02614
-6.33,205.260,-0.02614
-6.33,205.280,-0.02614
-6.33,205.300,-0.02614
-6.33,205.320,-0.02614
-6.33,205.340,-0.02619
-6.33,205.360,-0.02619
-6.33,205.380,-0.02619
-6.34,205.400,-0.02619
-6.35,205.420,-0.02619
-6.35,205.440,-0.02619
-6.35,205.460,-0.02619
-6.35,205.480,-0.02619
-6.35,205.500,-0.02619
-6.34,205.520,-0.02619
-6.34,205.540,-0.02619
-6.35,205.560,-0.02619
-6.36,205.580,-0.02619
-6.37,205.600,-0.02619
-6.36,205.620,-0.02619
-6.36,205.640,-0.02619
-6.37,205.660,-0.02619
-6.38,205.680,-0.02619
-6.38,205.700,-0.02619
-6.38,205.720,-0.02623
-6.38,205.740,-0.02623
-6.38,205.760,-0.02623
-6.38,205.780,-0.02623
-6.37,205.800,-0.02623
-6.37,205.820,-0.02623
-6.38,205.840,-0.02623
-6.38,205.860,-0.02623
-6.38,205.880,-0.02623
-6.38,205.900,-0.02623
-6.36,205.920,-0.02623
-6.36,205.940,-0.02623
-6.37,205.960,-0.02623
-6.38,205.980,-0.02623
-6.38,206.000,-0.02623
-6.38,206.020,-0.02623
-6.38,206.040,-0.02623
-6.38,206.060,-0.02623
-6.39,206.080,-0.02627
-6.39,206.100,-0.02627
-6.38,206.120,-0.02627
-6.38,206.140,-0.02627
-6.39,206.160,-0.02627
-6.40,206.180,-0.02627
-6.40,206.200,-0.02627
-6.39,206.220,-0.02627
-6.39,206.240,-0.02627
-6.39,206.260,-0.02627
-6.39,206.280,-0.02627
-6.40,206.300,-0.02627
-6.40,206.320,-0.02627
-6.40,206.340,-0.02627
-6.39,206.360,-0.02627
-6.39,206.380,-0.02627
-6.39,206.400,-0.02627
-6.39,206.420,-0.02627
-6.40,206.440,-0.02627
-6.40,206.460,-0.02627
-6.41,206.480,-0.02631
-6.41,206.500,-0.02631
-6.40,206.520,-0.02631
-6.39,206.540,-0.02631
-6.39,206.560,-0.02631
-6.40,206.580,-0.02631
-6.40,206.600,-0.02631
-6.41,206.620,-0.02631
-6.41,206.640,-0.02631
-6.41,206.660,-0.02631
-6.41,206.680,-0.02631
-6.41,206.700,-0.02631
-6.41,206.720,-0.02631
-6.42,206.740,-0.02631
-6.42,206.760,-0.02631
-6.42,206.780,-0.02631
-6.42,206.800,-0.02631
-6.42,206.820,-0.02631
-6.42,206.840,-0.02631
-6.43,206.860,-0.02635
-6.43,206.880,-0.02635
-6.44,206.900,-0.02635
-6.43,206.920,-0.02635
-6.42,206.940,-0.02635
-6.42,206.960,-0.02635
-6.42,206.980,-0.02635
-6.43,207.000,-0.02635
-6.43,207.020,-0.02635
-6.42,207.040,-0.02635
-6.42,207.060,-0.02635
-6.43,207.080,-0.02635
-6.44,207.100,-0.02635
-6.44,207.120,-0.02635
-6.44,207.140,-0.02635
-6.43,207.160,-0.02635
-6.43,207.180,-0.02635
-6.44,207.200,-0.02639
-6.45,207.220,-0.02639
-6.45,207.240,-0.02639
-6.45,207.260,-0.02639
-6.44,207.280,-0.02639
-6.44,207.300,-0.02639
-6.44,207.320,-0.02639
-6.45,207.340,-0.02639
-6.45,207.360,-0.02639
-6.44,207.380,-0.02639
-6.44,207.400,-0.02639
-6.44,207.420,-0.02639
-6.46,207.440,-0.02639
-6.46,207.460,-0.02639
-6.47,207.480,-0.02639
-6.46,207.500,-0.02639
-6.46,207.520,-0.02639
-6.46,207.540,-0.02639
-6.46,207.560,-0.02639
-6.46,207.580,-0.02643
-6.47,207.600,-0.02643
-6.47,207.620,-0.02643
-6.46,207.640,-0.02643
-6.45,207.660,-0.02643
-6.45,207.680,-0.02643
-6.45,207.700,-0.02643
-6.46,207.720,-0.02643
-6.46,207.740,-0.02643
-6.46,207.760,-0.02643
-6.46,207.780,-0.02643
-6.44,207.800,-0.02643
-6.44,207.820,-0.02643
-6.45,207.840,-0.02643
-6.45,207.860,-0.02643
-6.45,207.880,-0.02643
-6.46,207.900,-0.02643
-6.47,207.920,-0.02643
-6.47,207.940,-0.02648
-6.47,207.960,-0.02648
-6.47,207.980,-0.02648
-6.46,208.000,-0.02648
-6.46,208.020,-0.02648
-6.47,208.040,-0.02648
-6.47,208.060,-0.02648
-6.48,208.080,-0.02648
-6.48,208.100,-0.02648
-6.48,208.120,-0.02648
-6.48,208.140,-0.02648
-6.48,208.160,-0.02648
-6.48,208.180,-0.02648
-6.48,208.200,-0.02648
-6.47,208.220,-0.02648
-6.48,208.240,-0.02648
-6.48,208.260,-0.02648
-6.48,208.280,-0.02648
-6.48,208.300,-0.02652
-6.49,208.320,-0.02652
-6.49,208.340,-0.02652
-6.49,208.360,-0.02652
-6.49,208.380,-0.02652
-6.48,208.400,-0.02652
-6.48,208.420,-0.02652
-6.49,208.440,-0.02652
-6.49,208.460,-0.02652
-6.49,208.480,-0.02652
-6.50,208.500,-0.02652
-6.49,208.520,-0.02652
-6.49,208.540,-0.02652
-6.49,208.560,-0.02652
-6.49,208.580,-0.02652
-6.50,208.600,-0.02652
-6.49,208.620,-0.02652
-6.49,208.640,-0.02652
-6.50,208.660,-0.02652
-6.51,208.680,-0.02656
-6.51,208.700,-0.02656
-6.50,208.720,-0.02656
-6.50,208.740,-0.02656
-6.50,208.760,-0.02656
-6.50,208.780,-0.02656
-6.50,208.800,-0.02656
-6.50,208.820,-0.02656
-6.51,208.840,-0.02656
-6.51,208.860,-0.02656
-6.51,208.880,-0.02656
-6.51,208.900,-0.02656
-6.50,208.920,-0.02656
-6.49,208.940,-0.02656
-6.50,208.960,-0.02656
-6.51,208.980,-0.02656
-6.52,209.000,-0.02656
-6.52,209.020,-0.02656
-6.52,209.040,-0.02656
-6.51,209.060,-0.02660
-6.50,209.080,-0.02660
-6.51,209.100,-0.02660
-6.51,209.120,-0.02660
-6.51,209.140,-0.02660
-6.51,209.160,-0.02660
-6.51,209.180,-0.02660
-6.51,209.200,-0.02660
-6.51,209.220,-0.02660
-6.51,209.240,-0.02660
-6.52,209.260,-0.02660
-6.52,209.280,-0.02660
-6.52,209.300,-0.02660
-6.52,209.320,-0.02660
-6.52,209.340,-0.02660
-6.52,209.360,-0.02660
-6.52,209.380,-0.02660
-6.52,209.400,-0.02660
-6.52,209.420,-0.02664
-6.52,209.440,-0.02664
-6.52,209.460,-0.02664
-6.53,209.480,-0.02664
-6.53,209.500,-0.02664
-6.53,209.520,-0.02664
-6.53,209.540,-0.02664
-6.53,209.560,-0.02664
-6.53,209.580,-0.02664
-6.53,209.600,-0.02664
-6.53,209.620,-0.02664
-6.54,209.640,-0.02664
-6.53,209.660,-0.02664
-6.53,209.680,-0.02664
-6.54,209.700,-0.02664
-6.54,209.720,-0.02664
-6.55,209.740,-0.02664
-6.55,209.760,-0.02664
-6.55,209.780,-0.02668
-6.55,209.800,-0.02668
-6.55,209.820,-0.02668
-6.55,209.840,-0.02668
-6.55,209.860,-0.02668
-6.55,209.880,-0.02668
-6.55,209.900,-0.02668
-6.56,209.920,-0.02668
-6.55,209.940,-0.02668
-6.55,209.960,-0.02668
-6.54,209.980,-0.02668
-6.54,210.000,-0.02668
-6.54,210.020,-0.02668
-6.55,210.040,-0.02668
-6.55,210.060,-0.02668
-6.55,210.080,-0.02668
-6.55,210.100,-0.02668
-6.55,210.120,-0.02668
-6.56,210.140,-0.02673
-6.56,210.160,-0.02673
-6.56,210.180,-0.02673
-6.55,210.200,-0.02673
-6.55,210.220,-0.02673
-6.56,210.240,-0.02673
-6.57,210.260,-0.02673
-6.57,210.280,-0.02673
-6.56,210.300,-0.02673
-6.56,210.320,-0.02673
-6.56,210.340,-0.02673
-6.56,210.360,-0.02673
-6.56,210.380,-0.02673
-6.56,210.400,-0.02673
-6.57,210.420,-0.02673
-6.57,210.440,-0.02673
-6.56,210.460,-0.02673
-6.56,210.480,-0.02673
-6.57,210.500,-0.02677
-6.57,210.520,-0.02677
-6.58,210.540,-0.02677
-6.57,210.560,-0.02677
-6.57,210.580,-0.02677
-6.57,210.600,-0.02677
-6.58,210.620,-0.02677
-6.59,210.640,-0.02677
-6.58,210.660,-0.02677
-6.57,210.680,-0.02677
-6.58,210.700,-0.02677
-6.58,210.720,-0.02677
-6.58,210.740,-0.02677
-6.58,210.760,-0.02677
-6.58,210.780,-0.02677
-6.59,210.800,-0.02677
-6.59,210.820,-0.02677
-6.59,210.840,-0.02677
-6.59,210.860,-0.02681
-6.58,210.880,-0.02681
-6.58,210.900,-0.02681
-6.59,210.920,-0.02681
-6.61,210.940,-0.02681
-6.62,210.960,-0.02681
-6.61,210.980,-0.02681
-6.59,211.000,-0.02681
-6.59,211.020,-0.02681
-6.59,211.040,-0.02681
-6.60,211.060,-0.02681
-6.61,211.080,-0.02681
-6.61,211.100,-0.02681
-6.61,211.120,-0.02681
-6.61,211.140,-0.02681
-6.60,211.160,-0.02681
-6.60,211.180,-0.02681
-6.60,211.200,-0.02685
-6.60,211.220,-0.02685
-6.60,211.240,-0.02685
-6.60,211.260,-0.02685
-6.61,211.280,-0.02685
-6.61,211.300,-0.02685
-6.62,211.320,-0.02685
-6.62,211.340,-0.02685
-6.61,211.360,-0.02685
-6.61,211.380,-0.02685
-6.61,211.400,-0.02685
-6.61,211.420,-0.02685
-6.61,211.440,-0.02685
-6.61,211.460,-0.02685
-6.61,211.480,-0.02685
-6.61,211.500,-0.02685
-6.62,211.520,-0.02685
-6.62,211.540,-0.02689
-6.61,211.560,-0.02689
-6.61,211.580,-0.02689
-6.61,211.600,-0.02689
-6.61,211.620,-0.02689
-6.61,211.640,-0.02689
-6.61,211.660,-0.02689
-6.62,211.680,-0.02689
-6.62,211.700,-0.02689
-6.62,211.720,-0.02689
-6.62,211.740,-0.02689
-6.62,211.760,-0.02689
-6.63,211.780,-0.02689
-6.64,211.800,-0.02689
-6.64,211.820,-0.02689
-6.64,211.840,-0.02689
-6.63,211.860,-0.02689
-6.63,211.880,-0.02689
-6.63,211.900,-0.02693
-6.63,211.920,-0.02693
-6.63,211.940,-0.02693
-6.62,211.960,-0.02693
-6.62,211.980,-0.02693
-6.62,212.000,-0.02693
-6.63,212.020,-0.02693
-6.63,212.040,-0.02693
-6.63,212.060,-0.02693
-6.63,212.080,-0.02693
-6.63,212.100,-0.02693
-6.64,212.120,-0.02693
-6.64,212.140,-0.02693
-6.64,212.160,-0.02693
-6.64,212.180,-0.02693
-6.64,212.200,-0.02693
-6.64,212.220,-0.02693
-6.65,212.240,-0.02693
-6.66,212.260,-0.02697
-6.65,212.280,-0.02697
-6.65,212.300,-0.02697
-6.64,212.320,-0.02697
-6.64,212.340,-0.02697
-6.64,212.360,-0.02697
-6.65,212.380,-0.02697
-6.65,212.400,-0.02697
-6.65,212.420,-0.02697
-6.65,212.440,-0.02697
-6.66,212.460,-0.02697
-6.66,212.480,-0.02697
-6.66,212.500,-0.02697
-6.65,212.520,-0.02697
-6.66,212.540,-0.02697
-6.66,212.560,-0.02697
-6.66,212.580,-0.02697
-6.67,212.600,-0.02702
-6.66,212.620,-0.02702
-6.66,212.640,-0.02702
-6.67,212.660,-0.02702
-6.67,212.680,-0.02702
-6.67,212.700,-0.02702
-6.67,212.720,-0.02702
-6.68,212.740,-0.02702
-6.68,212.760,-0.02702
-6.68,212.780,-0.02702
-6.67,212.800,-0.02702
-6.66,212.820,-0.02702
-6.66,212.840,-0.02702
-6.67,212.860,-0.02702
-6.68,212.880,-0.02702
-6.68,212.900,-0.02702
-6.67,212.920,-0.02706
-6.67,212.940,-0.02706
-6.67,212.960,-0.02706
-6.67,212.980,-0.02706
-6.68,213.000,-0.02706
-6.68,213.020,-0.02706
-6.68,213.040,-0.02706
-6.68,213.060,-0.02706
-6.68,213.080,-0.02706
-6.67,213.100,-0.02706
-6.68,213.120,-0.02706
-6.68,213.140,-0.02706
-6.68,213.160,-0.02706
-6.68,213.180,-0.02706
-6.68,213.200,-0.02706
-6.69,213.220,-0.02706
-6.69,213.240,-0.02706
-6.68,213.260,-0.02710
-6.68,213.280,-0.02710
-6.69,213.300,-0.02710
-6.69,213.320,-0.02710
-6.69,213.340,-0.02710
-6.68,213.360,-0.02710
-6.68,213.380,-0.02710
-6.69,213.400,-0.02710
-6.69,213.420,-0.02710
-6.69,213.440,-0.02710
-6.69,213.460,-0.02710
-6.70,213.480,-0.02710
-6.70,213.500,-0.02710
-6.70,213.520,-0.02710
-6.70,213.540,-0.02710
-6.70,213.560,-0.02710
-6.70,213.580,-0.02714
-6.70,213.600,-0.02714
-6.70,213.620,-0.02714
-6.70,213.640,-0.02714
-6.70,213.660,-0.02714
-6.71,213.680,-0.02714
-6.71,213.700,-0.02714
-6.71,213.720,-0.02714
-6.71,213.740,-0.02714
-6.71,213.760,-0.02714
-6.70,213.780,-0.02714
-6.70,213.800,-0.02714
-6.70,213.820,-0.02714
-6.71,213.840,-0.02714
-6.72,213.860,-0.02714
-6.71,213.880,-0.02714
-6.71,213.900,-0.02718
-6.72,213.920,-0.02718
-6.72,213.940,-0.02718
-6.72,213.960,-0.02718
-6.71,213.980,-0.02718
-6.71,214.000,-0.02718
-6.72,214.020,-0.02718
-6.72,214.040,-0.02718
-6.71,214.060,-0.02718
-6.71,214.080,-0.02718
-6.70,214.100,-0.02718
-6.70,214.120,-0.02718
-6.71,214.140,-0.02718
-6.71,214.160,-0.02718
-6.70,214.180,-0.02718
-6.70,214.200,-0.02718
-6.70,214.220,-0.02718
-6.70,214.240,-0.02722
-6.70,214.260,-0.02722
-6.69,214.280,-0.02722
-6.69,214.300,-0.02722
-6.70,214.320,-0.02722
-6.70,214.340,-0.02722
-6.70,214.360,-0.02722
-6.70,214.380,-0.02722
-6.70,214.400,-0.02722
-6.69,214.420,-0.02722
-6.69,214.440,-0.02722
-6.69,214.460,-0.02722
-6.69,214.480,-0.02722
-6.70,214.500,-0.02722
-6.70,214.520,-0.02722
-6.70,214.540,-0.02722
-6.70,214.560,-0.02727
-6.70,214.580,-0.02727
-6.70,214.600,-0.02727
-6.69,214.620,-0.02727
-6.69,214.640,-0.02727
-6.68,214.660,-0.02727
-6.68,214.680,-0.02727
-6.68,214.700,-0.02727
-6.69,214.720,-0.02727
-6.69,214.740,-0.02727
-6.69,214.760,-0.02727
-6.69,214.780,-0.02727
-6.68,214.800,-0.02727
-6.68,214.820,-0.02727
-6.68,214.840,-0.02727
-6.68,214.860,-0.02727
-6.67,214.880,-0.02727
-6.67,214.900,-0.02731
-6.68,214.920,-0.02731
-6.69,214.940,-0.02731
-6.69,214.960,-0.02731
-6.69,214.980,-0.02731
-6.68,215.000,-0.02731
-6.68,215.020,-0.02731
-6.69,215.040,-0.02731
-6.69,215.060,-0.02731
-6.69,215.080,-0.02731
-6.69,215.100,-0.02731
-6.69,215.120,-0.02731
-6.69,215.140,-0.02731
-6.69,215.160,-0.02731
-6.69,215.180,-0.02731
-6.68,215.200,-0.02731
-6.69,215.220,-0.02731
-6.70,215.240,-0.02731
-6.70,215.260,-0.02735
-6.69,215.280,-0.02735
-6.69,215.300,-0.02735
-6.69,215.320,-0.02735
-6.70,215.340,-0.02735
-6.70,215.360,-0.02735
-6.70,215.380,-0.02735
-6.70,215.400,-0.02735
-6.69,215.420,-0.02735
-6.69,215.440,-0.02735
-6.69,215.460,-0.02735
-6.70,215.480,-0.02735
-6.70,215.500,-0.02735
-6.69,215.520,-0.02735
-6.70,215.540,-0.02735
-6.71,215.560,-0.02735
-6.71,215.580,-0.02739
-6.72,215.600,-0.02739
-6.71,215.620,-0.02739
-6.70,215.640,-0.02739
-6.70,215.660,-0.02739
-6.70,215.680,-0.02739
-6.70,215.700,-0.02739
-6.70,215.720,-0.02739
-6.70,215.740,-0.02739
-6.70,215.760,-0.02739
-6.71,215.780,-0.02739
-6.71,215.800,-0.02739
-6.70,215.820,-0.02739
-6.70,215.840,-0.02739
-6.70,215.860,-0.02739
-6.70,215.880,-0.02739
-6.70,215.900,-0.02739
-6.70,215.920,-0.02743
-6.70,215.940,-0.02743
-6.70,215.960,-0.02743
-6.70,215.980,-0.02743
-6.70,216.000,-0.02743
-6.70,216.020,-0.02743
-6.70,216.040,-0.02743
-6.70,216.060,-0.02743
-6.70,216.080,-0.02743
-6.71,216.100,-0.02743
-6.71,216.120,-0.02743
-6.71,216.140,-0.02743
-6.71,216.160,-0.02743
-6.70,216.180,-0.02743
-6.70,216.200,-0.02743
-6.69,216.220,-0.02743
-6.70,216.240,-0.02747
-6.71,216.260,-0.02747
-6.71,216.280,-0.02747
-6.71,216.300,-0.02747
-6.71,216.320,-0.02747
-6.71,216.340,-0.02747
-6.70,216.360,-0.02747
-6.70,216.380,-0.02747
-6.71,216.400,-0.02747
-6.71,216.420,-0.02747
-6.72,216.440,-0.02747
-6.71,216.460,-0.02747
-6.71,216.480,-0.02747
-6.71,216.500,-0.02747
-6.71,216.520,-0.02747
-6.71,216.540,-0.02747
-6.72,216.560,-0.02752
-6.72,216.580,-0.02752
-6.71,216.600,-0.02752
-6.70,216.620,-0.02752
-6.70,216.640,-0.02752
-6.71,216.660,-0.02752
-6.71,216.680,-0.02752
-6.71,216.700,-0.02752
-6.70,216.720,-0.02752
-6.70,216.740,-0.02752
-6.71,216.760,-0.02752
-6.71,216.780,-0.02752
-6.71,216.800,-0.02752
-6.71,216.820,-0.02752
-6.71,216.840,-0.02752
-6.72,216.860,-0.02752
-6.71,216.880,-0.02756
-6.71,216.900,-0.02756
-6.72,216.920,-0.02756
-6.72,216.940,-0.02756
-6.72,216.960,-0.02756
-6.71,216.980,-0.02756
-6.71,217.000,-0.02756
-6.71,217.020,-0.02756
-6.72,217.040,-0.02756
-6.72,217.060,-0.02756
-6.72,217.080,-0.02756
-6.72,217.100,-0.02756
-6.72,217.120,-0.02756
-6.73,217.140,-0.02756
-6.73,217.160,-0.02756
-6.73,217.180,-0.02756
-6.73,217.200,-0.02760
-6.74,217.220,-0.02760
-6.74,217.240,-0.02760
-6.74,217.260,-0.02760
-6.74,217.280,-0.02760
-6.73,217.300,-0.02760
-6.73,217.320,-0.02760
-6.73,217.340,-0.02760
-6.74,217.360,-0.02760
-6.74,217.380,-0.02760
-6.73,217.400,-0.02760
-6.73,217.420,-0.02760
-6.74,217.440,-0.02760
-6.73,217.460,-0.02760
-6.73,217.480,-0.02760
-6.72,217.500,-0.02760
-6.73,217.520,-0.02764
-6.73,217.540,-0.02764
-6.74,217.560,-0.02764
-6.74,217.580,-0.02764
-6.73,217.600,-0.02764
-6.74,217.620,-0.02764
-6.75,217.640,-0.02764
-6.75,217.660,-0.02764
-6.74,217.680,-0.02764
-6.73,217.700,-0.02764
-6.74,217.720,-0.02764
-6.74,217.740,-0.02764
-6.75,217.760,-0.02764
-6.75,217.780,-0.02764
-6.74,217.800,-0.02764
-6.74,217.820,-0.02764
-6.74,217.840,-0.02764
-6.74,217.860,-0.02768
-6.74,217.880,-0.02768
-6.74,217.900,-0.02768
-6.75,217.920,-0.02768
-6.75,217.940,-0.02768
-6.76,217.960,-0.02768
-6.76,217.980,-0.02768
-6.76,218.000,-0.02768
-6.75,218.020,-0.02768
-6.74,218.040,-0.02768
-6.74,218.060,-0.02768
-6.75,218.080,-0.02768
-6.75,218.100,-0.02768
-6.74,218.120,-0.02768
-6.74,218.140,-0.02768
-6.75,218.160,-0.02772
-6.76,218.180,-0.02772
-6.76,218.200,-0.02772
-6.76,218.220,-0.02772
-6.75,218.240,-0.02772
-6.74,218.260,-0.02772
-6.74,218.280,-0.02772
-6.74,218.300,-0.02772
-6.74,218.320,-0.02772
-6.74,218.340,-0.02772
-6.75,218.360,-0.02772
-6.75,218.380,-0.02772
-6.75,218.400,-0.02772
-6.76,218.420,-0.02772
-6.76,218.440,-0.02772
-6.76,218.460,-0.02772
-6.76,218.480,-0.02772
-6.76,218.500,-0.02776
-6.76,218.520,-0.02776
-6.76,218.540,-0.02776
-6.76,218.560,-0.02776
-6.76,218.580,-0.02776
-6.77,218.600,-0.02776
-6.77,218.620,-0.02776
-6.76,218.640,-0.02776
-6.76,218.660,-0.02776
-6.76,218.680,-0.02776
-6.76,218.700,-0.02776
-6.77,218.720,-0.02776
-6.77,218.740,-0.02776
-6.76,218.760,-0.02776
-6.76,218.780,-0.02776
-6.76,218.800,-0.02781
-6.76,218.820,-0.02781
-6.77,218.840,-0.02781
-6.77,218.860,-0.02781
-6.77,218.880,-0.02781
-6.77,218.900,-0.02781
-6.77,218.920,-0.02781
-6.77,218.940,-0.02781
-6.77,218.960,-0.02781
-6.77,218.980,-0.02781
-6.77,219.000,-0.02781
-6.77,219.020,-0.02781
-6.78,219.040,-0.02781
-6.78,219.060,-0.02781
-6.78,219.080,-0.02781
-6.77,219.100,-0.02785
-6.77,219.120,-0.02785
-6.77,219.140,-0.02785
-6.77,219.160,-0.02785
-6.77,219.180,-0.02785
-6.77,219.200,-0.02785
-6.78,219.220,-0.02785
-6.78,219.240,-0.02785
-6.78,219.260,-0.02785
-6.78,219.280,-0.02785
-6.79,219.300,-0.02785
-6.78,219.320,-0.02785
-6.78,219.340,-0.02785
-6.78,219.360,-0.02785
-6.78,219.380,-0.02785
-6.78,219.400,-0.02785
-6.78,219.420,-0.02785
-6.79,219.440,-0.02789
-6.79,219.460,-0.02789
-6.79,219.480,-0.02789
-6.79,219.500,-0.02789
-6.79,219.520,-0.02789
-6.79,219.540,-0.02789
-6.79,219.560,-0.02789
-6.79,219.580,-0.02789
-6.79,219.600,-0.02789
-6.79,219.620,-0.02789
-6.79,219.640,-0.02789
-6.79,219.660,-0.02789
-6.79,219.680,-0.02789
-6.78,219.700,-0.02789
-6.78,219.720,-0.02789
-6.78,219.740,-0.02793
-6.78,219.760,-0.02793
-6.78,219.780,-0.02793
-6.79,219.800,-0.02793
-6.80,219.820,-0.02793
-6.80,219.840,-0.02793
-6.80,219.860,-0.02793
-6.79,219.880,-0.02793
-6.80,219.900,-0.02793
-6.81,219.920,-0.02793
-6.82,219.940,-0.02793
-6.81,219.960,-0.02793
-6.80,219.980,-0.02793
-6.80,220.000,-0.02793
-6.80,220.020,-0.02793
-6.79,220.040,-0.02793
-6.79,220.060,-0.02793
-6.80,220.080,-0.02797
-6.80,220.100,-0.02797
-6.81,220.120,-0.02797
-6.81,220.140,-0.02797
-6.82,220.160,-0.02797
-6.82,220.180,-0.02797
-6.81,220.200,-0.02797
-6.80,220.220,-0.02797
-6.80,220.240,-0.02797
-6.80,220.260,-0.02797
-6.81,220.280,-0.02797
-6.80,220.300,-0.02797
-6.80,220.320,-0.02797
-6.80,220.340,-0.02797
-6.81,220.360,-0.02797
-6.81,220.380,-0.02797
-6.80,220.400,-0.02801
-6.80,220.420,-0.02801
-6.80,220.440,-0.02801
-6.80,220.460,-0.02801
-6.80,220.480,-0.02801
-6.80,220.500,-0.02801
-6.81,220.520,-0.02801
-6.81,220.540,-0.02801
-6.81,220.560,-0.02801
-6.81,220.580,-0.02801
-6.81,220.600,-0.02801
-6.81,220.620,-0.02801
-6.80,220.640,-0.02801
-6.81,220.660,-0.02801
-6.81,220.680,-0.02801
-6.82,220.700,-0.02806
-6.82,220.720,-0.02806
-6.82,220.740,-0.02806
-6.82,220.760,-0.02806
-6.81,220.780,-0.02806
-6.82,220.800,-0.02806
-6.82,220.820,-0.02806
-6.83,220.840,-0.02806
-6.82,220.860,-0.02806
-6.81,220.880,-0.02806
-6.81,220.900,-0.02806
-6.82,220.920,-0.02806
-6.82,220.940,-0.02806
-6.81,220.960,-0.02806
-6.81,220.980,-0.02806
-6.82,221.000,-0.02806
-6.83,221.020,-0.02806
-6.82,221.040,-0.02810
-6.82,221.060,-0.02810
-6.82,221.080,-0.02810
-6.83,221.100,-0.02810
-6.84,221.120,-0.02810
-6.84,221.140,-0.02810
-6.84,221.160,-0.02810
-6.83,221.180,-0.02810
-6.84,221.200,-0.02810
-6.84,221.220,-0.02810
-6.84,221.240,-0.02810
-6.83,221.260,-0.02810
-6.83,221.280,-0.02810
-6.83,221.300,-0.02810
-6.84,221.320,-0.02810
-6.84,221.340,-0.02810
-6.84,221.360,-0.02814
-6.84,221.380,-0.02814
-6.84,221.400,-0.02814
-6.84,221.420,-0.02814
-6.84,221.440,-0.02814
-6.84,221.460,-0.02814
-6.84,221.480,-0.02814
-6.85,221.500,-0.02814
-6.85,221.520,-0.02814
-6.85,221.540,-0.02814
-6.84,221.560,-0.02814
-6.84,221.580,-0.02814
-6.83,221.600,-0.02814
-6.83,221.620,-0.02814
-6.83,221.640,-0.02814
-6.84,221.660,-0.02814
-6.85,221.680,-0.02818
-6.85,221.700,-0.02818
-6.84,221.720,-0.02818
-6.84,221.740,-0.02818
-6.84,221.760,-0.02818
-6.84,221.780,-0.02818
-6.85,221.800,-0.02818
-6.85,221.820,-0.02818
-6.85,221.840,-0.02818
-6.84,221.860,-0.02818
-6.84,221.880,-0.02818
-6.84,221.900,-0.02818
-6.85,221.920,-0.02818
-6.85,221.940,-0.02818
-6.85,221.960,-0.02818
-6.84,221.980,-0.02818
-6.85,222.000,-0.02822
-6.85,222.020,-0.02822
-6.85,222.040,-0.02822
-6.85,222.060,-0.02822
-6.85,222.080,-0.02822
-6.85,222.100,-0.02822
-6.86,222.120,-0.02822
-6.86,222.140,-0.02822
-6.85,222.160,-0.02822
-6.86,222.180,-0.02822
-6.87,222.200,-0.02822
-6.87,222.220,-0.02822
-6.86,222.240,-0.02822
-6.85,222.260,-0.02822
-6.85,222.280,-0.02822
-6.86,222.300,-0.02822
-6.86,222.320,-0.02822
-6.86,222.340,-0.02822
-6.87,222.360,-0.02826
-6.87,222.380,-0.02826
-6.87,222.400,-0.02826
-6.86,222.420,-0.02826
-6.86,222.440,-0.02826
-6.86,222.460,-0.02826
-6.86,222.480,-0.02826
-6.86,222.500,-0.02826
-6.86,222.520,-0.02826
-6.87,222.540,-0.02826
-6.88,222.560,-0.02826
-6.87,222.580,-0.02826
-6.87,222.600,-0.02826
-6.87,222.620,-0.02826
